title,keywords,content,publish_at,id,summary,related_stocks,uuid
〈台股盤前要聞〉外資擴大賣超278億出脫台積電、資金避險回流美元,"['台股', '台股盤前', '台股盤前要聞']","4/15 台股盤前要聞


1. 台北股市集中市場 15 日下跌 286.8 點，跌幅 1.38%，收盤指數報 20449.77 點，失守 10 日線，市場成交值爲 4783 億元，三大法人賣超 338.54 億元，除投信買超 27.41 億元外，外資賣超 267.91 億元，主要賣超聯電 (2303-TW)、華邦電 (2344-TW) 及燿華 (2367-TW) 各檔賣超張數都在 1.5 萬張以上，台積電 (2330-TW) 也遭賣超 11843 張。


2. 新台幣 15 日全日處貶值態勢，最低一度來到 32.39 元，貶值 9.7 分，終場收在 32.378 元，貶值 8.5 分，台北外匯經紀公司成交值 9.91 億美元，資金回流美元的避險情緒轉強，但交投量並未失控，匯市未見明顯的恐慌氣氛。


3. 上周末中東戰局一觸即發，伊朗史上首度從本土對以色列領土發動攻擊，不過，由於美國總統拜登表態不支持以色列反擊，緊張情勢略降溫，法人認為，此次伊朗攻擊事件應暫時不會引發成為區域性戰爭，首當其衝的海運業者也暫時沒有供應鏈再度斷鏈的可能性。


4. 櫃買中心公告上櫃公司 2 年董監酬金支領資訊，有 209 家上櫃公司去年虧損仍發董事酬金，其中有 4 家公司平均每位董事酬金逾百萬元，以台嘉碩（3221-TW）為最，去年度虧損 1360 萬元，全體董事酬金卻達 1546.5 萬元，平均每位董事薪酬 171.8 萬元。


3/20 以來最大賣超 外資甩賣台股 268 億元 台積電遭出脫 1.18 萬張


〈房產〉3 月房地合一稅創同期新高 新北竄起成繳稅王


〈台股盤後〉地緣恐慌情緒漲 收跌 286 點 2 萬點之上日 K 首現空方缺口


〈台幣〉資金回流美元避風港 收貶 8.5 分幸量能未失控


中東戰雲密布 供應鏈瓶頸暫無憂 海運三雄股價續跌


上櫃「肥貓」董監現形 台嘉碩、大宇資、穩懋、生華科為前四肥


美國廢鋼走揚 豐興鋼筋基價調漲


中鋼 5 月盤價開平盤 看好鋼價築底走升


台股個股焦點新聞


力積電 Q1 虧損收斂 地震影響 Q2 出貨 5-8% 估可獲理賠 50-60%


明揚將獲母公司明安發行新股換股 9/30 下櫃 換股比例 1：0.54


軍工及航太股強勢 波力 - KY 突破盤整區漲停創天價


以伊衝突引爆無人機題材 雷虎亮燈挑戰新高價


錼創今年增加移轉設備銷售 董座李允立：可貢獻營收 10-20%


大樹董座鄭明龍：策略不變繼續展店 再併苗栗芳鄰藥局


銅價概念股出運 大亞股價發光又發電爆量漲停


神盾旗下乾瞻 D2D IP 獲採用 導入 AI 晶片大廠


鴻海旗下鴻騰發布正面獲利預告 Q1 估較去年同期虧轉盈


佳世達旗下明基醫院遞交香港上市申請文件 財務穩健增長",2024-04-16 05:10:08,23337,台股盤前要聞,"['聯電', '華邦電', '燿華', '台積電']",fc2d05f5-91f0-4d7b-a67c-4eda472971ca
【鑫攻略早報】難盤見高手!預告佳龍噴出!!再度印證!,"['趨勢分析', '亨達投顧', '邱鼎泰', '輝達', '美時', '保瑞', '第一銅', '金益鼎', '佳龍', '昇貿', '世芯', '威盛', '華新', '長榮']","以色列揚言對伊朗的襲擊進行反擊，10 年美債收益率一度突破 4.66%(目前報 4.60%)美股科技股領跌，四大指數都跌，今晨道瓊收跌 0.6% 標普大跌 1.2%，那指跌約 1.8% 費半跌 1.4%。黃金 (期) 再度突破 2400 美元 / 盎司，銅鍚都再創波段新高。原油期則是小回。


其他重要個股，蘋果 (AAPL-US) 跌 2.1%，微軟 (MSFT-US) 跌近 2.0%，META-US 跌 2.2%，亞馬遜 (AMZN-US) 跌 1.3%。伺服器大廠美超微 (SMCI-US) 續跌 1.7%，谷歌 (GOOG-US) 跌 1.8%，費城半導體的輝達 (NVDA-US) 跌約 2.5%，超微 (AMD-US) 跌 1.8%，半導體權重股博通 (AVGO-US) 跌 2.5%，記憶體大廠美光 (MU-US) 跌約 1.0%，台積電 ADR(TSM-US)跌 1.6%，特斯拉 (TSLA-US) 大跌 5.5%，AI PC 兩檔美股指標股英特爾 (INTC-US) 逆勢漲 1.7%，戴爾 (DELL-US) 持平小漲。兩檔減肥藥大廠諾和諾德 (NVO-US) 小跌 0.5%，禮來 (LLY-US) 持平小跌。羅素 2000 指數跌 1.4%，散裝指數 BDI 和 BCI 指數週一小漲小跌，台股夜盤指數跟著美股續大跌 216 點。


台股昨日大跌 286 點跌幅為 1.3%，亞洲股市中日股跌 0.7% 韓股跌 0.4%，全球重要市場的指數都跌破了月線，台股目前的月線在 20280 的位置，因此除非美股從現在開始強力上漲，不然台股基本要來到月線以下才合理。不過亞股今天的陸股則表現非常的強勢開低走高終場大漲 1.2%，這應該與中國的國家隊進場有關，陸股中字輩的個股今日全面大漲，陸股的製造業指數 PMI 告佈後明顯成長，上週老師提過，華爾街多家投行都紛紛建議可開始投資陸股，除了基本面有復甦的現象，最主要還是位階夠低，賣高檔的美股轉入低檔補漲的陸股，這是現在金融市場聰明資金 (Smart Money) 的作法，而這也告訴投資人，選股的方向不要忽略了陸股的內容。




本週觀察的重點仍在美國財報季和中東事件有無擴大，上週的美股的銀行股財報後股價跌，這不是好的預兆，中東戰事則看油金，上週六，英美同時禁止俄買斯的銅鎳鋁的交易，黃金銅和基本金屬今日在亞洲盤表現不俗，如上所說的陸股的景氣復甦陸股的上漲也是以內需原物料為主，所以在大環境仍是多頭的背景下，選股的方向已明朗了, 首先是黃金概念股，佳龍 (9955-TW) 上週還要大家留意佳龍此檔股將噴出，在台股今天大跌 286 點，佳龍直接攻漲停並創近 3 年新高，金益鼎 (8390-TW) 差一點突破高點，此兩檔老師推荐至今都看到 30% 以上的獲利空間，第一銅 (2009-TW) 今天也創波段新高，這檔個股我們則是賺足 60%。環顧整個投顧界，也只有老師在波段起漲點推荐銅金概念股，原因無他，就是看到原物料黃金銅的大漲。至於鍚價概念股昇貿 (3305-TW) 今天小漲但意思到了，快佈局別等噴出! 華新(1605-)TW 是鎳的概念股，與印尼雅加達股市有關(冰鎳)，印尼股市連漲 2 天，華新蓄勢待發!!


來談談長期持有並且不斷地低買高賣的長榮 (2603-TW)，最近一次是 190 元以上賣出，162 元季線附近買回，本專欄每次的買賣點都講述的非常清楚，昨天的長榮最高 180 元，短線又是一成以上到手，從去年長榮建議除息前買至今高出低進獲利近 2 倍，怎麼都比 ETF(之亂) 好太多了。更要留意的是上週老師提到長榮將引領此波散裝海運股再攻一波大行情，大家可以開始拭目以待了，


電子股部分，在 AI 晶片中只挑威盛 (2388-TW)，原因也跟美對中制裁有關，這個轉單效應，讓威盛連漲 2 天，比較世芯(3661-TW) 今日持續破底，選股功力，已見分曉。


生技股是老師最看好的類股族群，美時 (1795-TW) 上週創歷史高點，昨日小回，上週利用保瑞 (6472-TW) 跌至 760 元附近買回，昨天高點看到了 835 元。四月生技月，持續堅持。


最新的老師的會員『免費』影音已經錄好了! 歡迎大家趕快去看! 有好的個股喔!!


好股都在老師的影意和 LINE 裡頭。新的飆股請投資朋友快鎖定老師的免費影音。


近日操作難度提高了，投資朋友若有操作上或持股的問題歡迎加入老師的 LINE。LINE 好友連結 : 
https://lin.ee/5fbMyC2
。


最新影音 (請點影音上方標題至 Youtube 收視品質會更佳)




您可以點選下方黃色圖，股票健診或詢問入會，將有專人會協助您!




台股鑫攻略，帶您掌握全世界，跟著邱老師，穩中求勝才是您的最佳操作策略。台股鑫熱線 02-2653-8299。


文章來源：邱鼎泰分析師 / 亨達投顧


本公司所推薦分析之個別有價證券

無不當之財務利益關係 以往之績效不保證未來獲利

投資人應獨立判斷 審慎評估並自負投資風險",2024-04-16 07:36:40,23336,無摘要,"['金益鼎', '長榮', '威盛', '世芯-KY', '保瑞', '佳龍', '昇貿', '第一銅', '美時', 'Novo Nordisk - ADR', '戴爾電腦', '英特爾', '特斯拉', '台積電', '美光', '博通', '超微', '輝達', 'Google', 'Super Micro Computer Inc', '亞馬遜', '微軟', '蘋果', '禮來公司']",b66a052b-12be-4d63-a787-88be90a92fa0
操盤手看台股：政策股成避風港，一族群優先鎖定,"['趨勢分析', '蔡正華', '台股', '亞力', '玖鼎電力', '盛達']","擔憂通膨居高不下，部分美 Fed 官員已表示在看到更多物價回落證據前，不願開始降息；而中東情勢趨於緊張，伊朗空襲以色列後，恐慌指數 VIX 升到 2024 年最高，市場擔心戰事擴大，整體行情就在通膨壓力及地緣政治等雙重利空下，指數拉回整理。週一台股開低走低，指數終場下跌 286 點，以 20449 點作收，K 線收中黑 K。若由期貨來觀察大盤，上週五台指期一度出現多方抵抗，但在週一，空方藉由利空表態，直接摜破 4/9 日紅 K 低點 20518 點，台指期的日 K 線出現日級別日落訊號，行情由空方取得上風，目前看上週低點 20375 點是否有守。短線上，週一台股的日 K 線出現日級別的日落訊號 (當日低點跌破前一日低點，同時收盤收低)，而 4/9 日紅 K 低點 20521 點也被跌破，顯示本週空方反攻意圖升溫。目前大盤的週 K 線正在回測上週低點 20379 點，多方要能力守該位置，短期內才有機會再戰上週高點 20883 點，讓大盤的週 K 線維持著高過高且低不破低的多方慣性。若是多方不守上週低點，則週 K 線原本的多方慣性將被破壞，整理期會拉長，行情將會進入一段時間的高檔震盪，個股之間也會加速分歧。


盤面上，隨著賴清德先生即將就任總統，先前已參訪了多家信賴產業的公司。這些產業被市場認為是新總統上任後，可望進一步扶持的對象，故一直獲得市場關注。當中多次提到的無人機產業，隨著現代戰爭方式改變，各國積極投入軍用無人機採購、部署與研發，該產業未來發展看好，果然繼俄烏戰爭後，近日以伊衝突也以無人機型式展開，無人機重要性明顯增加，一路看好的雷虎、中光電、邑錡等，週一股價再度大漲，相關漲勢也往航太軍工產業擴散，如漢翔、亞航、榮剛、晟田、長榮航太等股價也全面走強，當中長榮航太跨足無人機領域，而榮剛生產無人機體特殊鋼結構與零件，營運具想像空間，後續值得優先鎖定。本波同樣看好的泛能源概念股 (含台電供應鏈)，週一走勢分歧，鎖定的亞力再創新高、玖鼎電力、盛達震盪向上，而電線電纜的大亞、華榮、合機也走強。反倒是漲幅較大的華城、士電、中興電呈現創高後的壓回，顯示也有資金對於漲多股進行了獲利了結。目前要觀察這些資金獲利後的新去向，若是國際情勢持續不穩，則資金將進一步轉往防禦型個股，當中的高股息殖利率股，如成霖將配發 1.2 元現金，現金殖利率逾 6%，長虹將配發 5.5 元現金，現金殖利率逾 5%，週一股價就大漲，而具避險色彩的黃金概念股，如佳龍、金益鼎等，週一也有買盤進駐，股價維持強勢。至於上週曾提到泛 AI 股漲勢趨緩，組裝代工的廣達、鴻海股價已相繼出現轉弱後，週一跌勢有擴大跡象，除了少數中小型股，如吉茂、勤凱等維持強勢外，不少泛 AI 股的週 K 線也轉弱，後續要提防股價滑落，多方若要維繫人氣，讓泛 AI 股盡快止穩很關鍵，更多盤面機會可鎖定 Line@粉絲團。


文章來源：摩爾投顧 
蔡正華分析師


======================================================


歡迎大家轉貼本文，並加入《蔡正華金錢道》


Line@頻道：
https://lin.ee/om1quOp


（ID：@goldmoney168）


Youtube 頻道：


https://www.youtube.com/channel/UCIWkfrpw6l-jFhFejLrzC-A


FB 臉書粉專：
https://www.facebook.com/goldmoney168/


本公司所推薦分析之個別有價證券

無不當之財務利益關係 以往之績效不保證未來獲利

投資人應獨立判斷 審慎評估並自負投資風險",2024-04-16 08:00:05,23335,無摘要,[],a886c665-fc4c-42c6-96d6-56422c3509ad
卡到車電及高頻電感的大商機,"['萬寶投顧', '黃清照', '趨勢分析']","台股在 4/9 由於台積電大漲到 819 元，兼以高本益比重電股：華城 (EPS 13.5、股價 853)，士電(EPS 8.5、股價 34.5)，亞力(EPS 3.8、股價 128) 全面漲停板，使指數飆漲 378 收在 20796，這個盤勢我看到一個大行情，由於高本益比股拉開低本益比如 AI 伺服器(緯創、建鼎、台星科、台光電、辛耘、奇鋐、光寶科、國巨、華新科、勤誠、旺矽、力致、廣達… 等)，車電(世德、堤維西、佳邦、立隆、東陽、帝寶、興勤、貿聯、胡連、健和興、朋程、乙盛、裕隆、華車…)，業績股(瑞儀、中美晶、環球晶、矽格、欣銓、頎邦、聯電、閎康、啟碁、中磊、智易、晶技、聚合、萬泰科、宏泰、榮電、群聯、威剛、致新、義隆電、聯陽…)，由於本益比都低於 20 倍以下、甚至 15 倍，這一些一拉回逢低買盤就可分批切入，未來必有大錢可賺。


佳邦：卡到車電及高頻電感的大商機


佳邦去年 EPS 5.01，但 Q4 營收 17.693 億較 Q3 的 17.93 季減 1.3%，但細究本業獲利 2.73 億較 Q3 的 2.29 億、季增 18.68%，而表徵的 Q4 EPS 雖只有 0.83 元較 Q3 的 2.07 大幅衰退，但主要是由 Q4 提列 1.55 億的匯兌損失造成，純本業獲利接近 1.9，佳邦營收內涵：天線 55%、功率電感 24%、網通 23%，這三大業績今年都進入高速成長，天線由燃料車使用 1~2 隻，佳邦轉到電動車使用天線 8 隻以上，功率電感由於 NVIDIA 的 GB200 伺服器大單的貢獻，不只液冷受益，電感也大大受益，除量暴增 2~3 倍，價格更是一般的 5~8 倍，而大受益的在國巨及佳邦。另網通 Q2 開始轉好。所以佳邦卡到三大商機，由於台幣 Q1 貶值 1.225 元，佳邦 Q1 EPS 會大好，單季 EPS 1.8~2.3 全年 EPS 6.6 元，各位試想亞力 EPS 只有 3.8 股價高達 128，凸顯佳邦的嚴重低估。各位在圖中的 K 線來看若有回到  可大膽切入，未來我認為佳邦會超越亞力的股價。




【本文未完，全文詳情及圖表 請見完整內容萬寶週刊】


更多精彩文章延伸閱讀：
點我看更多",2024-04-16 09:00:07,23334,無摘要,[],3dfe94ad-bf67-4a44-a509-a36a4db4384e
外資期現貨偏空 長線多單可適度調節,"['趨勢分析', '永豐金證券', '期貨', '多單']","【加權指數觀察】


加權指數昨天出現 2023 年 11 月以來首次跌破缺口支撐的現象，就多方力道而言是明顯示弱的跡象，配合成交量同步放大的情況下，長線佈局者應部分調節甚至出場觀望。


■ 延伸閱讀推薦：
量化交易是什麼? 如何自學? 不用寫程式也能做量化?


■ 活動推薦：
【專家講座】2024 新篇章 揭密量化交易


【小台散戶多空比】


小台散戶多空比的由空翻多，並且散戶的多方力道較過往更強，顯示下跌的走勢對散戶而言是一個機會而非風險，但同步觀察外資籌碼，可以發現外資除了現貨賣超外更在期貨市場翻空布局，因此建議短期不宜抄底低接。


【台指期貨 PC Ratio】


台指期貨的 PC Ratio 走低，雖然還處於多方格局，但衰減的幅度太大下，短期波動或將加劇，但上方壓力遞增下，追高布局風險過高。


【小結】


價格的角度思考，跌破缺口支撐是一個多方力竭的警訊，留意較大幅度回檔修正。外資籌碼的角度思考，已經翻空布局，建議長線多單可適度調節。


■ 延伸閱讀推薦：
冷門股策略選股怎麼挑? 風險報酬一文掌握!",2024-04-16 09:17:42,23333,無摘要,[],8e377477-57ae-4445-884a-75631f018401
華南金控支持首屆社區棒球國手選拔 12搶1冠軍將赴日進軍LLB資格賽,"['華南金控', 'TLLB CUP', '少棒']","台灣世界少棒聯盟 (TLLB) 主辦及華南金控主要贊助的 「113 年 TLLB CUP U13 台灣社區棒球錦標賽」，於昨 (15) 日舉行開賽記者會， 為 4/27 起跑的賽事揭開序幕，共有來自全國各地的 12 支球隊參加。 


首屆「TLLB CUP U13 台灣社區棒球錦標賽」的冠軍隊伍，將代表我國赴日參加 LLB 50/70 組亞太暨中東區資格賽，此為國內以社區棒球隊為主體參與國際賽事的首例。台灣世界少棒聯盟理事長黃英華為感謝華南金控長期推動國內基層棒球發展，特別公開表揚並致贈感謝狀，由華南金控處長陳伯壎代表受贈。


本屆賽事由今年度加盟 LLB 中階賽事 50/70 組資格的國內 18 支隊伍報名參 加，分五區競賽後，最終有 12 支球隊脫穎而出晉級賽事，相關賽事將於 4 月 27、 28 日及 5 月 4、5 日在桃園青埔運動公園棒球場及大園國中棒球場同時開打。


12 支球隊分別來自南區聯盟：盛樂地臺南犀牛；臺中聯盟：臺中健行小牛、大神岡 社區棒球聯盟、臺中騎士社區棒球隊；新北聯盟：新北光芒社區棒球隊、火焰勇 士；臺北聯盟：WHB 世界棒球聯盟、臺北波特、藍色閃電野牛；桃園聯盟：中 大紅襪、能量棒球學院、夢無限棒球俱樂部。


華南金控從民國 96 年起推廣「一球圓一夢」基層棒球培育計畫，每年舉辦 棒球營隊及捐贈球具，也支持國內及國際棒球賽事。過去 2 年攜手 TLLB 舉辦全 國社區學生棒球大賽，今年加碼支持專屬社區棒球隊的國手選拔賽。此外，華南銀行也將於冠軍賽當日準備限量好禮，歡迎民眾到場為小球員加油。",2024-04-16 09:20:16,23332,台灣世界少棒聯盟 (TLLB) 主辦及華南金控主要贊助的 「113 年 TLLB CUP U13 台灣社區棒球錦標賽」，於昨 (15) 日舉行開賽記者會， 為 4/27 起跑的賽事揭開序幕，共有來自全國各地的 12 支球隊參加。 ,[],13249142-a8fe-45e7-84f8-6fec12efe469
〈台股開盤〉跳空開低一度挫近400點 進入2萬點保衛戰 台積電跌破800元,"['中東戰事', '台股開盤', '伊朗', '以色列']","中東戰事未停歇，恐慌指數 VIX 持續飆升，拖累台股今 (16) 日再度跳空開低走低，一度急殺近 400 點，最低來到 20050.63 點，摜破月均線，且持續下探，權值股、AI 族群全倒，昨 (15) 日較強的軍工及重電也走跌，預估成交量 6700 億元。 


今天權值股全面走弱，台積電 (2330-TW) 跌破 800 元，跌幅 1.12%，但仍守住月線，聯發科 (2454-TW) 跌 2.7%，鴻海 (2317-TW) 跌 3.42%，台達電 (2308-TW) 跌 1.46%，日月光 (3711-TW) 跌 2.5%，大立光 (3008-TW) 跌 1.31%。 


AI 族群也幾乎全倒，緯穎 (6669-TW) 跌 3.93%，緯創 (3231-TW) 跌 3.35%，英業達 (2356-TW)、廣達 (2382-TW)、宏碁 (2353-TW)、華碩 (2357-TW) 也都有 1% 至 2% 的跌幅。 


昨天強勢軍工類股也走跌，龍德造船 (6753-TW) 跌逾半根停板，雷虎 (8033-TW) 跌 4.8%，漢翔 (2634-TW) 跌 3.62%，豐達科 (3004-TW)、寶一 (8222-TW) 都有超過 2% 的跌幅。 


重電族群方面，亞力 (1514-TW)、中興電 (1513-TW) 跌逾半根停板，東元 (1504-TW) 跌 3.21%，大同 (2371-TW) 跌 3.26%，華城 (1519-TW)、士電 (1503-TW) 也有 1% 至 2% 跌幅。 


台指期夜盤方面，昨日下跌 216 點或 1.05%，終場以 20290 點作收。台股 ADR 部分，台積電 ADR(TSM-US) 跌 1.67%，聯電 ADR(UMC-US) 跌 1.88%，日月光 ADR(ASX-US) 跌 0.18%，中華電 ADR(CHT-US) 漲 0.34%。 


中東局勢震盪，美股四大指數全數走跌，道瓊指數下跌 248.13 點或 0.65%，收 37735.11 點；那斯達克下跌 290.08 點或 1.79%，收 15855.02 點；標普 500 指數下跌 61.59 點或 1.2%，收 5061.82 點；
費城半導體
指數下跌 65.95 點或 1.39%，收 4679.10 點。",2024-04-16 09:39:19,23331,中東戰事未停歇，恐慌指數 VIX 持續飆升，台股今日再度跳水逾 300 點，早盤開低走低，最低跌至 20050.63 點，摜破月均線，權值股、AI 族群全倒，昨 (15) 日較強的軍工及重電也走跌，預估成交量 6700 億元。,"['大同', '緯創', '聯發科', '士電', '台積電', '鴻海', '台達電', '日月光投控', '大立光', '緯穎', '英業達', '東元', '廣達', '華城', '華碩', '龍德造船', '雷虎', '漢翔', '豐達科', '寶一', '亞力', '中興電', '\ufeff宏碁', '台積電', '聯電', '日月光', '中華電信']",41f4ba93-f528-44a9-85f1-fe17c343c3b5
兆豐證券海外投資利器  MegaGo首推以股計算手續費,"['兆豐證券', '複委託', 'MegaGo', '趨勢分析']","美國經濟持續穩健，強勁的就業數據，加上人工智慧（AI）題材領軍，帶動美國股市一路攀升，而台股指數也在強勢族群及高股息的熱潮下，推升整體市場的量能。兆豐證券指出，近半年線上開戶數持續增加，其中有 80% 的開戶客戶同時開立海外複委託帳戶，顯示台灣投資人積極布局海外市場的意願。


兆豐證券長期致力提供優質的海外市場服務，高達 17 個國家、20 個交易市場可提供電子交易，適合海外交易投資。兆豐證券領先業界推出美股「MegaGo 每股購」，採用以股計費的收費方式且低收均一價，不僅大幅降低交易成本，特別針對想買進高價美股的投資人而言，更能提升投資效率，讓資金發揮更大的效用。「MegaGo 每股購」解決投資人交易美股的痛點，大獲投資人好評，並在 2023 年甫推出即榮獲國家品牌玉山獎最佳產品獎的殊榮。


線上開立證券帳戶賺好康，兆豐證券祭出新戶優惠，在兆豐證券首次線上開戶即送 1200 元手續費折抵金，約定以兆豐銀行 MegaLite 數位帳戶作為交割戶，加碼再送 600 元手續費折抵金，新戶在活動當月，台股及美股電子成交金額每達新台幣 10 萬元就有機會抽中 iPhone15、AirPods 等豐富大獎。此外，不論新舊戶，只要在活動期間累積台股及美股電子成交金額達新台幣 5,000 萬元，還有機會抽中 Gogoro 電動機車。相關開戶活動資訊，請至兆豐證券「投資眉角就找 Mega」線上開戶抽好禮活動網頁 (
https://events.emega.com.tw/securities/254
)",2024-04-16 10:00:18,23330,無摘要,[],737c20a2-db97-44f7-94e0-eac0001fe094
隔日沖鎖定尾盤強拉股,"['萬寶投顧', '張文赫', '趨勢分析']","隔日沖的選股策略是透過嚴格的篩選條件，找出具有爆發潛力的股票，隔天一睡醒、即可獲利出場，如何提高這套策略的勝率，掌握這三個字，絕對讓你在操作上無往不利。


掌握量價結構


在尾盤觀察隔日沖飆的有三個重點，第一個量，第二個價，第三個就是勢，首先重要關鍵就是量，量為什麼重要？一檔股票尾盤出現爆量有 3 個含意:


1、買單進場 2、主力心態 3、預先卡位，所謂量比價先行，意思是攻擊量出現，主力準備拉抬。


第二個就是所謂的價，量出來之後，價格往上衝，代表主力要拉開成本空間，但是這邊有個新手很容易犯的錯誤，就是會被價格迷惑，看到股價衝上去就近進去追價，忘記重點要先看量，有量才表示價格是真的，否則可能只是主力做價，準備出貨。操作隔日沖，盡量在尾盤找出接近漲停的個股，或者股價在當日最高點附近。

 


第三個就是所謂的勢，隔日沖要看的就是盤中的走勢，勢到底是怎麼樣強度要怎麼看？

 


最好整場維持在漲幅 5% 以上，表示今天控盤者沒有要出貨的打算，尾盤再出現拉抬，就有隔天續攻的空間。


【本文未完，全文詳情及圖表 請見完整內容萬寶週刊】


更多精彩文章延伸閱讀：
點我看更多",2024-04-16 10:00:20,23329,無摘要,[],29c38920-b53c-4468-a28e-c9eb6443f023
〈焦點股〉合機銅、電雙題材護體 .逆勢漲逾半根停板創新高,"['合機', '線纜', '台電強韌電網計畫', '銅價']","台股大盤指數今 (16) 日重挫逾百點，不過合機 (1618-TW) 受惠紐約期銅價格走強，每磅站穩 4.3 美元之上，加上台電強韌電網助攻，繼昨 (15) 日強攻漲停後，今天無懼台股大跌，逆勢走揚，漲逾半根停板，股價價寫下歷史新高。 


合機今天早盤以 48.5 元開高走高，盤中最高漲至 51 元，漲逾半根停板，股價創下歷史新高，站上所有均線，且成交爆量超過 4 萬張。觀察三大法人籌碼動向，三大法人呈現連 2 買，合計買超 2143 張。 


合機獲台電強韌電網計畫中 69kV、161kV 以及 345kV 超高壓等訂單，在手訂單超過 50 億元。合機 3 月營收 5.41 億元，月增 1.78 倍，年增 24.28%；累計今年第一季營收 9.92 億元，年增 22.93%，創同期新高。",2024-04-16 10:08:48,23328,台股大盤指數今 (16) 日重挫逾百點，不過合機 (1618-TW) 受惠銅價走強，加上台電強韌電網助攻，繼昨 (15) 日強攻漲停後，今天無懼台股大跌，逆勢走揚，漲逾半根停板，股價價寫下歷史新高。,['合機'],e9098088-e15a-4708-859e-004630292bc0
