title,keywords,content,publish_at,id,summary,related_stocks,uuid
〈台股盤前要聞〉宏達電VR擬海外掛牌、再生晶圓明年價格強勢 今日必看財經新聞,"['台股', '宏達電', 'VR', '晶圓代工', '晶技', '裁員', '再生晶圓']","關注台股盤前要聞重點，宏達電投入 VR 領域七年，市場傳出，公司有意將數個開始獲利的 VR 部門，推動赴海外掛牌上市與募資；再生晶圓廠中砂、昇陽半傳出皆已與晶圓代工大廠簽訂長約 (LTA)，期間長達數年，且內容涵蓋保量也保價，可望成為明年半導體業中少數正成長廠商。以下是今 (5) 日必看重要財經新聞。




宏達電 VR 部門營運好轉 傳擬赴海外掛牌


宏達電 HTC(
2498-TW
) 投入 VR 領域七年，大舉投入軟硬體設備、內容建置、平台等，近期市場傳，宏達電內部考慮將數個開始獲利的 VR 部門，推動赴海外掛牌上市與募資。
閱讀全文...


客戶罕見簽長約 再生晶圓明年價格強勢


隨著晶圓廠持續往先進製程邁進，為提升良率，所需再生晶圓數量顯著提高，據了解，國內兩大廠中砂 (
1560-TW
)、昇陽半 (
8028-TW
) 皆已與晶圓代工大廠簽長約 (LTA)，期間長達數年，且簽約內容涵蓋保量也保價，可望成為明年半導體業中少數正成長廠商。
閱讀全文...


晶圓代工裁員第一槍 格芯年底前全球裁員 800 人


據外媒報導，美國晶圓代工廠格芯 (GlobalFoundries) 近期在員工線上會議上宣布，今年底前全球將裁員 800 人，以非生產製造端的員工為主，高階主管也包括在內。
閱讀全文...


Q4 旺季不旺 台灣 11 月出口續衰恐連 3 黑


財政部 7 日將公布 11 月進出口統計，受升息、通膨影響，市場預估 11 月出口值可能落在 383~395 億美元區間，年減幅約 5%~8%，第 4 季不僅「旺季不旺」，還可能是全年最慘的一季。
閱讀全文...


晶技先進半導體製程擴產到位 已展開試產並送樣


頻率元件廠晶技 (
3042-TW
) 2022 年投入的資本支出提高至 14 億元，主要鎖定寧波車用頻率元件專用廠興建、及台灣平鎮廠先進半導體製程設置，同時，平鎮廠半導體製程設備已相繼到位，並依規劃展開試產、向客戶送樣認證中。
閱讀全文...",2022-12-05 05:10:04,3353,關注台股盤前要聞重點，宏達電投入 VR 領域七年，市場傳出，公司有意將數個開始獲利的 VR 部門，推動赴海外掛牌上市與募資,"['宏達電', '中砂', '昇陽半導體', '晶技']",eb425189-aa43-4f9a-b73f-d016178e87f2
操盤手看台股：鴻海集團及IC設計點燃作帳行情，後續鎖定誰？,"['趨勢分析', '摩爾投顧', '蔡正華', '台股', '鴻海', 'IC設計', '生技']","美 Fed 偏好的通膨指標核心個人消費支出 (PCE) 物價指數 10 月年增率降至 5%，顯示通膨持續降溫，但剛公布的美國 11 月 ISM 製造業指數僅 49，跌破 50 榮枯線，低於市場預期，顯示美國經濟衰退疑慮再起。消息面多空雜陳、市場需要更多數據來觀察通膨變化與預判美 Fed 的決策方向。上週曾站上萬五的台股，12/2 日隨即遭遇空方抵抗，在權值股普遍拉回下，指數終場下跌 42 點，以 14970 點作收，日 K 線收星線。若由期貨來觀察大盤，12/2 日台指期開低後，早盤曾出現多方拉抬，但在萬五壓力仍在，行情再滑落，空方力守萬五反壓。


短線上，隨著 11 月的月 K 線確認月日出，多方初步取得 2~3 個月的反彈時間窗口；當然這個反彈不會天天上漲，一方面有主要的反彈波，另一方面也有次要的修正波，同時伴隨著震盪般的日常波動。先前提過分析長中短、操作短中長。當前市場長線月 K 線剛剛月日出，趨勢由空翻多，中線週 K 線呈現連四紅、多頭持續，而短線日 K 線則在萬五附近攻防，多空進行拉鋸，但因三日內曾創下 15152 點的波段新高，多方仍然主導行情。對於短多而言，由於 8 月中旬的高點 15475 點是今年第 3 季反彈的高點，也是 8 月中旬到 10 月下旬這一段跌勢的起跌點，本月能否進一步去越過，後續將牽動明年 (2023 年) 一整年的行情變化。若是多方短期內盡速拉過該處，明年上半年還有行情可期，但若多方不急於拉抬，行情將走鋸齒狀上攻，走勢成為進三退二或是進二退一，這裡就要適應盤面的節奏。


近期提到由於時序已接近年底，12 月往往有集團及法人的作帳行情，個股之間存在著新機會。隨著裕隆大漲一段，電動車供應鏈進一步加溫，汽車電子及汽車零組件相繼上漲後，與 MIH 開放電動車聯盟關係密切的泛鴻海家族終於表態，如車用線束的廣宇、車用 3D 玻璃的正達、車用機構件的乙盛、車用 PCB 的臻鼎、輕量化車殼的鴻準、車用 IC 的普誠等紛紛轉強，部分資金開始押寶 2023 年鴻海集團的電動車事業、當中還有一檔車用及安控用光學股，值得留意。至於明年有轉機的 IC 設計股也有資金進駐，如切入元宇宙相關 IC 的鈺創、聚積，Type-C 概念的創惟、旺玖、威鋒，電源管理 IC 的茂達等，在市場認為其明年營運將好轉下，買盤也進場卡位。另外，隱形眼鏡的視陽於近日掛牌，同族群的精華、晶碩等股價比價向上，視覺概念的大學光也加溫，後續觀察鎖定生技的資金是否從新藥研發擴散至醫療器材及保健食品，讓生技行情走輪動、更多盤面機會可鎖定 Line@粉絲團。


======================================================


歡迎大家轉貼本文，並加入《蔡正華金錢道》


Line@頻道：
https://lin.ee/om1quOp


（ID：@goldmoney168）


Telegram 頻道：
https://t.me/goldmoney168


（ID：goldmoney168）


Youtube 頻道：


https://www.youtube.com/channel/UCIWkfrpw6l-jFhFejLrzC-A


FB 臉書粉專：
https://www.facebook.com/goldmoney168/


本公司所推薦分析之個別有價證券

無不當之財務利益關係 以往之績效不保證未來獲利

投資人應獨立判斷 審慎評估並自負投資風險",2022-12-05 08:00:04,3352,無摘要,[],1b68f2db-5379-4409-88a7-260a3e381783
〈台股盤前〉上市櫃11月營收將出爐 拚站回萬五之上,"['台股', '盤前', '宏達電']","台股 11 月強彈逾 1900 點，12 月以來也延續漲勢，上周五 (2 日) 則因權值股熄火拖累下，失守萬五大關，美股四大指數同樣漲跌互見，不過隨著美國聯準會擬放緩升息力道，有助盤勢資金回籠，今 (5) 日可望重回萬五之上，但仍須留意上市櫃個股 11 月營收表現狀況。


盤面焦點方面，宏達電 HTC 投入 VR 領域七年，大舉投入軟硬體設備、內容建置、平台等，市場近期傳出，宏達電內部考慮將數個開始獲利的 VR 部門，推動赴海外掛牌上市與募資，不過對此，宏達電不評論市場臆測。


隨著美中科技戰持續延燒，各大筆電、汽車品牌廠希望降低對中國依賴，以避免受美國擴大制裁中國供應鏈波及，其中，傳出品牌廠已要求成熟製程的 IC 供應商轉單至非中國企業，市場點名，聯電、力積電等可望受惠。


此外，隨著晶圓廠持續往先進製程邁進，為提升良率，所需再生晶圓數量顯著提高，據了解，國內兩大廠中砂、昇陽半皆已與晶圓代工大廠簽長約 (LTA)，期間長達數年，且簽約內容涵蓋保量也保價，可望成為明年半導體業中少數正成長廠商。


全球景氣面臨下行風險，時序也即將進入年底、科技廠傳統產業淡季，各大廠正積極儲糧過冬，其中 MLCC 廠今年前三季均維持獲利，且觀察包含國巨、華新科現金滿手，截至第三季底為主，現金水位分別達 370、170 億元上下，可望度過景氣寒冬，並為併購埋下伏筆。",2022-12-05 08:09:00,3351,台股 11 月強彈逾 1900 點，12 月以來也延續漲勢，上周五 (2 日) 則因權值股熄火拖累下，失守萬五大關，美股四大指數同樣漲跌互見，不過隨著美國聯準會擬放緩升息力道，有助盤勢資金回籠，今 (5) 日可望重回萬五之上。,[],2808e68a-f67b-4624-93b3-9a9e02f32e67
全球搶建晶圓廠的最大受惠者,"['萬寶投顧', '錢冠州', 'M31', '趨勢分析']","11 月起台股落底開始回升，其中矽智財族群的表現最為搶眼，M31 也從 300 元出頭來到 500 元以上的價位，在上樣的走升行情中，外資則持續對 M31 加碼! 麼為何外資持續看多 M31 呢? 我們要注意半導體業的兩個大趨勢。


第一、美對中的半導體制裁，這可以說掐住了中國發展半導體高階製程的咽喉，然而，中國的半導體就結束了嗎? 只怕未必，未來成熟製程在中國或許將有大量的產能產出，這就對包含晶心科 (6533-TW)、智原(3035-TW) 等台灣矽智財業者有了加持效果! 2023~2025 年業績展望無虞。


第二、避免半導體供應的過度集中化，這也就是講台灣目前是全世界重點的半導體聚落! 這一條就好到了 M31 及創意 (3443-TW) 了，各國自製半導體的發展趨勢將給 M31 帶來長期的成長!


以錢冠州老師在這波的操作來說，11 月我們就在低檔買進了晶心科 (6533-TW) 與創意 (3443-TW)，晶心科買在 410 左右，而創意(3443-TW) 買在 580 附近，都是當時相當不錯的起漲點位置，那麼到現在的單張獲利都在 100 元以上，一張就賺 10 萬了! 我還打算抱多久呢? 而錢冠州老師認為，這波行情也才剛剛啟動，所以除了已經走出大波段的矽智財股之外，M31(6643-TW)，則又是一檔相當可以留意的選項! 技術面來說，M31 從上市以來大約就走橫向整理，但今年第四季開始放量向上攻擊，而外資及法人同步密集進場，若接下來明年走出經濟及產業回升的趨勢，那麼股價就可以期待右上角的大波段行情走勢!




【本文未完，全文詳情及圖表 請見完整內容萬寶週刊 1518 期】


更多精彩文章延伸閱讀：
點我看更多


更多精彩文章延伸閱讀：


◎總編論壇：搶救半導體大兵


◎投資總舖師：12682
 若失守，支撐在哪？


◎產業總司令：ABF
 載板三雄吹起反攻號角


◎期蹟再現：新冷戰下的選股方向


◎投資叫小赫：台股從拉積盤→殺積盤",2022-12-05 09:00:14,3350,無摘要,[],925b7a4f-2e7e-4b67-a11e-54886b114452
A指標 飆股規畫師看台股 12/5 台股兔死狗烹多頭上主菜 賀 Line粉絲團預告 中興電 系微 一詮 大飆,"['趨勢分析', 'A指標原創人', '摩爾投顧', '陳彥蓉', '台股', '加權指數', '大盤']","回顧過去 YOU TUBE 影片與本欄提醒


#
台股 #加權指數 #大盤 


上週一本欄提醒台股
選後買盤大爆發 搶錢速度加快，上周果然大漲 370 點。每天早上九點前彥蓉一早就會發文到 line 粉絲團中，提醒有機會大漲個股，與有機會拉回個股。如果加入 line 粉絲，您上周會看到九點前預告中興電 系微 一詮 ，分別在當天或隔天大飆，恭喜參與的粉絲。會員朋友的操作最新一週收割兩檔股票。10 月初到 12/2 出手 24 次，對 20 次勝率 83.3%，已實現價差 128%，繼續努力!(明細如附圖)


分享，買賣股票先評估【獲利空間與預期虧損】，如下圖所示，A 指標數據位階買最便宜區獲利空間 50%-100%。買最昂貴區預期虧損 30%-50%。每日早上 9 點前彥蓉會在 line 粉絲團跟大家分享大飆股與大跌股。




展望未來


#
加權指數 


就 RSI 背離觀點評論高點是否已經出現? 延續上周一看法，11/25 為第一次背離， 12/1 為第二次背離，研判 RSI 如跌破前低 60 附近指數能迅速拉高，則後面仍有至少兩次以上的背離攻擊。


為何兩次以上? 因為代表散戶與空手者的融資餘額未見增加，顯然籌碼仍安定，除非融資餘額出現一週內百億以上的增幅，否則台股多方仍安全有續攻擊機會。


彥蓉認為未來一周，如果 14650-14750 點守穩，則台股融券戶不排除有明顯回補貢獻台股攻擊，此情境兔死狗烹多頭主菜上桌。多方應把握再一次攻擊機會。






以下股如【關鍵價位】站穩，是留意是否有轉強機會?


#
普誠 #華通 #光罩 #南電 #昇陽半 #茂達 #鉅祥 #偉詮電


以下股票留意如【關鍵價位】站不穩，留意是否有殺盤機會?


長榮 陽明 杭特 高林 晶睿


以上僅供參考，不作為買賣憑據


如有以下需求 請加 LINE TG 粉絲團 留言 


參加會員 歡迎留言 【參加會員 + 1】


持股需要協助，私訊留言 【股名 成本】 


索取飆股，私訊留言 【777+1】


學習飆股操盤模式 歡迎 留言 【線上課程 + 1】


歡迎點以下連結


收看陳彥蓉分析師 12/2 解盤節目


加 LINE 私訊老師


https://line.me/R/ti/p/%40juk2515j


諮詢專線 0800-66-8085


本公司所推薦分析之個別有價證券

無不當之財務利益關係 以往之績效不保證未來獲利

投資人應獨立判斷 審慎評估並自負投資風險",2022-12-05 09:14:56,3349,無摘要,[],e78c5753-b659-40c8-8c91-fb07bd6bb852
集團股提前啟動作帳行情 台股強彈百點站穩萬五,"['台股', '集團股', '台積電']","台股今 (5) 日開平走高，開在 14972.17 點，在集團作帳提前啟動之下，包括聯家軍、鴻家軍等都強強滾，帶動指數重登萬五之上，早盤漲逾百點、最高漲到 15082.38 點。


權王台積電開盤小跌 1 元，但隨後翻紅，最高漲到 497.5 元、漲逾 1%；鴻海開在 106.5 元，早盤一度勁揚逾 1%；大立光開盤上漲 20 元、開在 2310 元，站穩 5 日線、10 日線。其餘權值股聯發科、面板雙虎也都滿面紅。


集團股有提前卡位年底作帳行情之勢，聯電漲約 1%，其餘聯家軍部分，原相勁揚超過 6%，智原、旭德、同泰、欣興、聯致等都漲 1-2% 不等。


鴻海持續創波段新高之下，鴻家軍也動起來，康聯生醫、訊芯 - KY、納諾 - KY、東捷、天鈺、友威科都強漲超過 2%。


軍工概念股利多不斷，受惠於我國啟動無人機國家對遴選規劃，主要廠商包括：雷虎、漢翔、經緯航太等，買盤持續湧進軍工股，雷虎、全訊都噴出亮燈漲停，漢翔、翔名、富晶通等都聯袂大漲。",2022-12-05 09:30:58,3348,集團股提前啟動作帳行情 台股強彈百點、站穩萬五,[],54973f38-7c7c-4d22-b28e-762a23d48889
〈財委會質詢〉黃天牧：內閣若總辭會跟進請辭 政務官去留由長官決定,"['金管會', '黃天牧', '內閣改組', '內閣總辭', '徐國勇']","民進黨九合一選舉結果敗選，內閣是否改組備受矚目，今 (5) 日傳出內政部長徐國勇開第一槍請辭，立委賴士葆關切金管會主委黃天牧去留，黃天牧表示，政務官去留都是由長官決定。


總統蔡英文昨日定調立法院本會期結束將進行內閣改組，今日傳出徐國勇因為氣喘、脊椎需要復健等因素率先地出辭呈，外傳內閣約在明 (2023) 年 1 月進行改組，徐國勇的請辭將是內閣改組的第一槍。


賴士葆認為，徐國勇開出第一槍，意味著內閣改組將勢在必行，詢問金管會主委黃天牧若內閣總辭，是否跟進？


黃天牧於 2020 年 5 月 20 日由副主委升任金管會主委，至今已經兩年半，他今日於立法院財委會時回應賴士葆質詢時表示，「若總辭會跟進請辭，政務官去留都是由長官決定，能做的就是把握當下、全力以赴。」",2022-12-05 10:00:38,3347,黃天牧：內閣若總辭會跟進請辭 政務官去留由長官決定,[],194f2e28-0048-4a3e-a0d5-571a0254e832
〈財委會質詢〉台股一大利多年底上路 盼引外資退休基金中長期投資,"['台股', '外資', '金管會', '黃天牧', '張振山']","外資在 10 月淨匯入 4.63 億美元後，金管會證期局局長張振山今 (5) 日表示，11 月應該還是淨匯入。金管會主委黃天牧更指出，開放外資可拿台股到境外質押借外幣的制度，拚年底前完成系統建設，新制上路後希望吸引看好台灣會中長期投資台股的外資退休基金。


外資 10 月終止連續四個月淨匯出，轉為小幅淨匯入 4.63 億美元，累計前 10 月淨匯出 220 億美元；張振山今日表示，11 月外資不僅在台股買超 1800 多億元，應該也是淨匯入，目前錢是往台灣這邊跑。


金管會日前宣布開放外資可拿台股到境外質押借外幣的利多，以避免外資因為海外資金需求而掀起贖回潮，對此，黃天牧表示，目前外資持有台股市值近四成，有資金需求時，可有此機制去處理，不用透過賣台股，是讓外資對台股有更中長期承諾，新制上路後也希望吸引看好台灣，會中長期投資台灣的退休基金。


張振山表示，此制度預計 12 月底系統調整完成即可上路，希望給予外資多元交易機制，邊際效益就是避免外資為調度現金大賣台股。",2022-12-05 10:19:19,3346,台股一大利多年底上路 盼引外資退休基金中長期投資,[],6ba9038a-f553-4390-bcd5-4301c6ff5cdd
〈航空營運升溫〉台灣虎航大徵才 釋出200個職缺,"['航空', '虎航', '空服員', '徵才', '航點', '航班']","台灣虎航 (6757-TW) 今 (5) 日宣布，看好疫後旅遊市場，加上 A320neo 新機將陸續交付、新航線也積極籌備中，將招募客艙組員和運務員，預計總招募人數上看 200 名。


台灣虎航說明，客艙組員的招募時間自 12 月 10 日起至 12 月 25 日止，報名資格為大學以上畢業、多益 550 分以上者，具備日韓語會話能力佳，將於 1 月 7 日、8 日進行初試，14 日、15 日進行複試，錄取後將於上半年分批報到。


而運務員的招募時間為 1 月 9 日起至 2 月 10 日止，報名資格同樣為大學以上畢業、多益 550 分以上者，具備日韓會話能力尤佳，錄取後於第一季分批報到。


台灣虎航目前機隊規模 15 架，其中 4 架為 A320neo，航點主要分布在日本和韓國，隨著各國開放邊境，正積極拓展疫後運能和人力，並有意加強布局東南亞， 將於 12 月 24 日開航桃園 - 峴港航線，初期每周營運 2 班。


另一方面，台灣虎航將於 1 月開始對東京、大阪、新千歲、沖繩四大航點增班，屆時航班數將較目前倍增，每周班次提升至 56 班。


台灣虎航董事長陳漢銘日前已表態，10、11 月載客率很好，看好未來載客率將更勝過去，朝獲利目標邁進，而上市計畫照常進行中。",2022-12-05 10:56:24,3345,台灣虎航大徵才 釋出職缺 200 個,['台灣虎航'],bde1dab1-8c04-4b67-9a24-18ffb48d5f1e
〈焦點股〉PCB南向需求起 設備廠群翊、迅得股價走強,"['迅得', '由田', '營收', '群翊']","PCB 及上游基材廠今年來密集宣布在東南亞建置產能，相關設備廠將有助於提高接單量，同時，包括迅得 (6438-TW)、群翊 (6664-TW)、由田 (3455-TW) 目前接單能見度高，且確定 2022 年營收將改寫新高，設備廠族群今 (5) 成為盤面強勢股焦點。


群翊今年前三季營收 17.42 億元，稅後純益 5.01 億元，已超過去年獲利，年增 1.22 倍，每股純益 9.1 元。群翊至 2023 年底訂單已接滿，並已排到 2024 年。群翊指出，公司半導體產業設備相關產品比重約 5-10%，目前消費性電子市場影響較大，不過高階產品需求仍強勁，因此公司受影響並不大。


群翊認為東協市場製造需求仍強勁，馬來西亞、越南主要都是新增載板訂單，另外泰國方面車用 PCB 需求也蓬勃發展。


群翊今天股價展現強勢，股價跳空開高走高，擴量到 1000 張以上，並一度登上漲停價 98.8 元。",2022-12-05 11:06:05,3344,PCB 及上游基材廠今年來密集宣布在東南亞建置產能，相關設備廠將有助於提高接單量，同時，包括迅得、群翊、由田目前接單能見度高，且確定 2022 年營收將改寫新高，設備廠族群股價展強勢。,"['迅得', '群翊', '由田']",323f0852-7695-4260-898c-d6a3be6ccb46
