title,keywords,content,publish_at,id,summary,related_stocks,uuid
〈台股盤前要聞〉世界董座：景氣復甦低預期、被動元件進入復甦期、外資賣超又放大,"['台股', '台股盤前', '台股盤前要聞']","7/31 台股盤前要聞


1. 台北股市 30 日收在 22223.57 點，上漲 59.08 點或 0.27%，成交值 3879.5 億元，三大法人合計賣超 201.41 億元，其中外資賣超 236.07 億元，從聯電 (2303-TW)、台積電 (2330-TW) 提款達 93.13 億元，同時賣超廣達 (2382-TW)、英業達 (2356-TW) 老 AI 概念股。


2. 世界先進 (5347-TW) 總經理尉濟在法說會上表示，第三季晶圓出貨量預估季增 9-11%，均價持平至季減 2%，展望後市，董事長方略說，現階段景氣復甦的力道比預期弱，明年也可能不會大幅成長，至於新加坡廠則強調不會影響現有股利政策。


3. 全球封測大廠力成 (6239-TW) 執行長謝永達在法說會上表示，智慧型手機 APU(AI 處理器) 目前已小量生產，客戶期望公司產能擴增兩倍，公司正積極滿足客戶需求，預計第四季將大量生產，也看好應用於 AI 伺服器的電源功率模組將從本季起放量，有助今年營收年增個位數，淡化西安廠出售的影響。


4. 被動元件大廠國巨 (2327-TW) 30 日召開法說，總經理王淡如表示，第二季營運結果優預期，顯示被動元件產業正式落底、進入復甦期，預估第三季營收季增 1-3%、毛利率及營益率也可望增加低個位數百分點。


5. 面板大廠群創 (3481-TW) 表示，第三季拉貨動能減緩，預期出貨量將微幅調降，價格可望維持平穩，此外，群創也公告，擬處分南科 D 廠區 TAC 廠 (5.5 代廠) 相關不動產。


〈台股盤後〉低點拉升 390 點收漲 59 點 但季線連 3 天未收復


外資趁台股反彈再賣超 236 億元 晶圓雙雄及廣達都中槍


〈台幣〉超級央行周外資觀望 出口商力挺貶轉升收 32.846 元


〈世界法說〉Q3 出貨中位數季增 1 成 董座：景氣復甦低預期


〈力成法說〉APU 封裝 Q4 爆發 今年營收年增個位數


〈國巨法說〉Q3 營收估季增 1-3% 雙率向上 被動元件產業進入復甦期


〈穩懋法說〉中國安卓手機需求減緩 估 Q3 營收季減高個位數百分比


群創 Q3 出貨量估略減 擬處分南科 5.5 代廠


大聯大斥資 10.8 億元參與零壹私募 持股拉高至 8.17%


上半年全台房產買賣移轉棟數年增 27% 估全年挑戰 11 年新高


降息前夕觀望 債券 ETF 受益人終止連五周創高",2024-07-31 05:10:02,27952,台股盤前要聞,"['聯電', '台積電', '廣達', '英業達', '世界', '力成', '國巨', '群創']",9fb538ab-27da-4446-9a82-42c5945152df
【鑫攻略早報】微軟盤後跌，超微盤後大漲!貨櫃三雄打底完成!!,"['趨勢分析', '亨達投顧', '邱鼎泰', '輝達', '台積電', '比特幣', '映泰', '以星', '長榮', '萬海', '光聖', '亞力']","今晨美股漲跌不一，道瓊仍是獨強，科技股偏弱，投資人關注大型科技股財報，微軟 (MSFT-US) 和超微 (AMD-US) 盤後發佈財報，目前股價一跌一漲，微軟大跌近 3.7%，但超微財報表現佳，現在大漲約 7%。道瓊今晨上漲 0.5%，標普 500 指數跌 0.5%，科技股那指跌 1.2%，費半大跌近 4.0%。紐約期金上漲逾 1%，再度突破 2400 美元 / 盎司，紐約原油跌 1.4%，比特幣持平。台股夜盤指數受到費半大跌影響，下跌 355 點。


其他重要個股，蘋果 (AAPL-US) 小漲 0.2%，微軟 (MSFT-US) 正規盤跌 0.9% 盤後電子盤跌約 3.7%，META-US 跌 0.5%，亞馬遜 (AMZN-US) 跌 0.8%，谷歌 (GOOG-US) 上漲 0.4%。輝達 (NVDA-US) 重挫逾 7.0%，不過電子盤受超微 (AMD-US) 大漲的激勵反彈近 5.0%。伺服器廠美超微 (SMCI-US) 跌 4.5%，晶片大廠超微 (AMD-US) 正規盤跌近 0.9%，盤後財報佳大漲逾 7.0%，半導體權重股博通 (AVGO-US) 跌 4.5%，記憶體大廠美光 (MU-US) 跌近 5.0%，台積電 ADR(TSM-US)跌近 3.4%(盤後反彈 2.5%)，特斯拉 (TSLA-US) 跌 4.0%，AI PC 美股指標股英特爾 (INTC-US) 跌 2.2%，戴爾 (DELL-US) 跌約 2.3%。小盤股的羅素 2000 上漲近 0.4%，那斯達克 NBI 生技指數回檔 0.5%，紅海危機重要指標股以星航運 (ZIM-US) 昨日大漲逾 10%，今晨續漲 1.1%，是 14 個交易日新高。


台股昨天盤中一度大跌逾 300 點，老師在早盤跌 300 點時告訴投資朋友和會員低點已過，甚至台股短線低點已過，請把握買點，果然，過了 11:30 分後急拉，指數在 12:30 是來到今天的盤中的最高點，11:30~12:30 形成多頭慣性，所以指數收高，從跌 300 點到收盤漲 59 點，而從內容結構來看，前天 (7/29) 台股盤中一度大漲逾 300 點，但內容結構是錯的，不該漲台股 F4(即台積電聯發科鴻海和廣達)，因為美股多頭是在非電子並不是在電子股，所以台股前天是殺尾盤，昨天台股盤中雖跌逾 300 點，但內容結構是對的，F4 跌，但營建海運上漲，所以會拉尾盤。這就是老師說的漲對股票拉尾盤，漲錯股票殺尾盤的盤中結構分析。


那就要問什麼是漲對股票? 什麼是漲錯股票，很簡單，台股一切以美股為依歸，美股很明顯的是漲非電子，如道瓊工業，運輸和公共建設，加上以生技工業小銀行股為主的小型股羅素 2000，還有漲那斯達克科技指數當中的 NBI 生技指數，所以前天盤中的大漲是拉台積電就是拉上來讓其他的電子股出貨，昨天跌台積電，反而漲貨櫃三雄，跟上了美股的結構，指數上攻也讓台積電盤中有了支撐，所以昨天就可看出，貨櫃三雄在接下來的台股的重要性。




昨日老師在盤前早報，推薦的就是貨櫃三雄，長榮 (2603-TW) 陽明 (2609-TW) 和萬海 (2615-TW)，原因就是中東戰火未息，昨天的上海集運歐洲線(期) 大漲逾 8%，創下近期新高，海運巨頭馬士基 (MAERSK) 單日大漲近 6%(今晨續漲)，與此次紅海事件有很大連動的以星航運 (ZIM-US) 單日跳漲逾 10%(今晨續漲)，美股最大的海運美森海運 (MATX-US) 股價則是來到歷史新高點，所以一早就就強力推荐昨天可以買貨櫃三雄，收盤這 3 檔漲幅在 3.0~4.5% 之間，線型上是起漲第一天。而整體的海運股如何操作?


今天開始就是微軟 (MSFT-US) 亞馬遜 (AMZN-US)META-US 和蘋果(AAPL-US) 這 4 檔重量級的科技股的財報將發佈，由於這些個股已領先回檔了，反而財報後容易走出利空，如果財報特好，就有可能再拉一波科技股，不過因為金融市場對這些 AI 龍頭股的預期太高，所以真的會在財報後就開始大漲，老師認為不容易。最值得留意的是聯準會的利率會議，如果表明了要降息，那就更有利於小型股。所以總結就是美股仍在多頭架構，但以目前結構來看有利中小型的非電子股，若四大科技股財報能帶動高科技股止穩上攻最好，但如果降息預期升溫。反而更看好小型股的多頭走勢。大型股與小型股的差別就是指數是大漲 (大跌) 還是小漲(小跌)，不過以目前的趨勢來看，以台股加權指數我們的規劃是以月線至季線中來回整理的格局居多，在選股上的操作，則是以中小型股為主，更看好生技股海運股重電等概念股。


另外，再來談談，同樣看好長線的生技股頭，昨天生技權重股藥華藥 (6446-TW) 大漲近 6%，今天有望再創歷史新高，若創新高，美時 (1795-TW) 保瑞 (6472-TW) 看漲，是買點?


手中的重電股亞力 (1514-TW) 短線看到買盤了，推荐的比特幣概念青雲 (5386-TW) 持平，但映泰 (2399-TW) 大漲近 7%，矽光子的光聖 (6442-TW) 今天攻漲停，矽光子怎麼操作，這些都在老師的 YT，台股鑫攻略! 在選股方面，老師今早剛錄好的會員免費影音，裡面有飆股! 趕快來電洽詢!


不知如何選股的朋友，或想擁有飆股的好朋友，可以趕快去看老師的免費的會員影音和老師 YT 的『台股鑫攻略』。


操作難度提高了，投資朋友若有操作上或持股的問題歡迎加入老師的 LINE。LINE 好友連結 : 
https://lin.ee/5fbMyC2
。


最新影音 (請點影音上方標題至 Youtube 收視品質會更佳)




您可以點選下方黃色圖，股票健診或詢問入會，將有專人會協助您!




台股鑫攻略，帶您掌握全世界，跟著邱老師，穩中求勝才是您的最佳操作策略。台股鑫熱線 02-2653-8299。


文章來源：邱鼎泰分析師 / 亨達投顧


本公司所推薦分析之個別有價證券 無不當之財務利益關係 以往之績效不保證未來獲利 投資人應獨立判斷 審慎評估並自負投資風險",2024-07-31 07:57:41,27951,無摘要,[],be1fd668-9640-454b-a571-93ff898bc602
操盤手看台股：季線攻防，二族群持續上攻,"['蔡正華', '摩爾投顧', 'IC', '神盾', '立積', '趨勢分析']","週二台股早盤在台積電走弱下，行情一度來到 21833 點，再創波段新低，隨後在買盤進駐下，指數由黑翻紅，終場上漲 59 點，以 22223 點作收，K 線收小紅。若由期貨來觀察大盤，週二的台指期先跌後漲，盤中震盪不算小，不過可以看出跌到當前位置後，多方進場意願逐步提高。短線上，近日提到多空於季線附近拉鋸，週二早盤空方一度表態，但在午盤過後，多方隨即回應，多空持續季線攻防。目前由於 7 月剩下 1 個交易日，6 月低點 21264 點應能守住。8 月起，隨著各家公司法說密集召開，對於 Q3 整體展望將更明朗，有機會脫穎而出的個股近日可望有新的買盤進駐，要追蹤。


本波大盤由 7/11 日高點 24416 點跌到 7/30 日低點 21833 點，跌點逾 2583 點，跌幅逾 10.5%。在這段修正過程中，盤面針對預期落差進行了股價調整，有個股創高，也有個股破底。相對強勢方面，多次提到受惠台積電持續看好 AI 晶片所帶動的 CoWoS 先進封裝需求，認為供不應求的情況可能延續到明年，故相關供應鏈發展前景看好，近日股價相對抗跌的均豪、弘塑、辛耘、萬潤、東捷、均華、大量等，週二行情一好轉，就有均豪、均華、大量攻上漲停！而近日也提到的面板級扇出型封裝，由於該技術能讓先進封裝的性能及產能更上層樓，先前就傳出台積電及美光都有意願與群創合作，相關供應鏈如群創、友威科、鑫科等，由於未來發展具備想像空間，故近日股價也有買盤進駐、整體走勢相對強勁、這也是我們一路追蹤的族群。而隨著先進封裝市況熱度持續，台積電在中南部擴廠的態度相對積極，同時由於台灣半導體供應鏈完整，吸引了輝達、AMD 等 AI 晶片大廠申請在台灣設研發中心等，這些動作皆被市場認為是中南部房地產的利多，故近日以中南部為主的建商，如看好的京城、永信建、順天、海悅、福裕、富宇、欣巴巴等，股價相對強勁，持續看好這二個族群的看法不變。


相對弱勢方面，先前提過的射頻 IC 廠立積，由於 Q3 展望保守，週二盤中股價一度來到 197 元，續創波段新低；近年往 IP 發展的神盾，由於與日商合作暫緩，週二盤中股價一度來到 235 元，續創波段新低。特殊應用晶片 (ASIC) 的創意，由於 Q3 營收預估季減，週二盤中股價也一度來到 1085 元，續創波段新低。而規劃往 IP 發展的矽統，由於 Q2 虧損擴大，股價也在減資後，連續兩日下挫。儘管前述個股週二盤中有買盤進場，試圖讓跌幅收斂，甚至一度由黑翻紅，但以股價來看，仍屬本波相對弱勢族群。這背後原因在於該產業發展所需的時間拉長，短期是四大雲端服務供應商對於自研 AI 晶片的需求，而真正的想像空間落在 AI 邊緣運算上，屬於中長期才會發酵的題材，在市場氣氛有變下，短期股價先以反彈視之。至於跌深的 AI 伺服器供應鏈，包括 ODM 代工、液冷散熱、機殼等，週二也順勢出現反彈，當中由於不少個股已經跌破季線，預告產業競爭加劇已成趨勢，故同樣以跌深反彈視之。


文章來源：摩爾投顧 蔡正華分析師


歡迎大家轉貼本文，並加入《蔡正華金錢道》

Line@頻道：
https://lin.ee/om1quOp

（ID：@goldmoney168）

Youtube 頻道：


https://www.youtube.com/channel/UCIWkfrpw6l-jFhFejLrzC-A

FB 臉書粉專：
https://www.facebook.com/goldmoney168/


本公司所推薦分析之個別有價證券

無不當之財務利益關係 以往之績效不保證未來獲利

投資人應獨立判斷 審慎評估並自負投資風險",2024-07-31 08:00:03,27950,無摘要,[],4d717ff9-9adb-4b34-a94e-3691762000d2
鉅亨速報 - Factset 最新調查：同欣電(6271-TW)目標價調降至155元，幅度約3.13%,"['台股', '市場預估', '目標價']","根據FactSet最新調查，共6位分析師，對同欣電(6271-TW)提出目標價估值：中位數由160元下修至155元，調降幅度3.13%。其中最高估值205元，最低估值152元。
綜合評級 - 共有6位分析師給予同欣電(6271-TW)評價：積極樂觀4位、保持中立3位、保守悲觀0位。
同欣電(6271-TW)今(30日)收盤價為143.5元。近5日股價下跌1.37%，相關半導體業近5日下跌3.98%，集中市場加權指數下跌2.83%，股價漲幅表現優於大盤。
資料來源：Factset，數據僅供參考，不作為投資建議。",2024-07-31 08:10:17,27949,FactSet 最新調查：同欣電(6271-TW)目標價調降，最高估值、最低估值、中位數、綜合評級、近5日股價、大盤表現、即時新聞資訊。,['同欣電'],cbc78060-ec28-4bdb-992e-b6cd0f557452
鉅亨速報 - Factset 最新調查：漢翔(2634-TW)目標價調降至61元，幅度約7.58%,"['台股', '市場預估', '目標價']","根據FactSet最新調查，共7位分析師，對漢翔(2634-TW)提出目標價估值：中位數由66元下修至61元，調降幅度7.58%。其中最高估值72元，最低估值58元。
綜合評級 - 共有7位分析師給予漢翔(2634-TW)評價：積極樂觀7位、保持中立1位、保守悲觀0位。
漢翔(2634-TW)今(30日)收盤價為51.9元。近5日股價下跌1.33%，相關航 運 業近5日上漲0.33%，集中市場加權指數下跌2.83%，股價漲幅表現優於大盤。
資料來源：Factset，數據僅供參考，不作為投資建議。",2024-07-31 08:10:20,27948,FactSet 最新調查：漢翔(2634-TW)目標價調降，最高估值、最低估值、中位數、綜合評級、近5日股價、大盤表現、即時新聞資訊。,['漢翔'],43c5cf43-6b43-47a5-870a-0d348a0e4bb9
鉅亨速報 - Factset 最新調查：世界(5347-TW)目標價調升至104.5元，幅度約4.5%,"['台股', '市場預估', '目標價']","根據FactSet最新調查，共20位分析師，對世界(5347-TW)提出目標價估值：中位數由100元上修至104.5元，調升幅度4.5%。其中最高估值150元，最低估值62元。
綜合評級 - 共有20位分析師給予世界(5347-TW)評價：積極樂觀3位、保持中立14位、保守悲觀3位。
世界(5347-TW)今(30日)收盤價為120元。近5日股價上漲3.9%，相關半導體類指數近5日下跌3.11%，櫃買市場加權指數下跌1.57%，股價漲幅表現優於大盤。
資料來源：Factset，數據僅供參考，不作為投資建議。",2024-07-31 08:10:23,27947,FactSet 最新調查：世界(5347-TW)目標價調升，最高估值、最低估值、中位數、綜合評級、近5日股價、大盤表現、即時新聞資訊。,['世界'],a3377c5b-64c0-4d84-92dc-e9ebdf9d1ddb
鉅亨速報 - Factset 最新調查：智原(3035-TW)目標價調升至385元，幅度約4.05%,"['台股', '市場預估', '目標價']","根據FactSet最新調查，共15位分析師，對智原(3035-TW)提出目標價估值：中位數由370元上修至385元，調升幅度4.05%。其中最高估值500元，最低估值280元。
綜合評級 - 共有15位分析師給予智原(3035-TW)評價：積極樂觀9位、保持中立5位、保守悲觀0位。
智原(3035-TW)今(30日)收盤價為308元。近5日股價下跌5.95%，相關半導體業近5日下跌3.98%，集中市場加權指數下跌2.83%，短期股價無明顯表現。
資料來源：Factset，數據僅供參考，不作為投資建議。",2024-07-31 08:10:25,27946,FactSet 最新調查：智原(3035-TW)目標價調升，最高估值、最低估值、中位數、綜合評級、近5日股價、大盤表現、即時新聞資訊。,['智原'],812d5b78-92d5-4df3-b70b-cc3710a2bad1
鉅亨速報 - Factset 最新調查：瑞昱(2379-TW)目標價調降至607.5元，幅度約3.95%,"['台股', '市場預估', '目標價']","根據FactSet最新調查，共12位分析師，對瑞昱(2379-TW)提出目標價估值：中位數由632.5元下修至607.5元，調降幅度3.95%。其中最高估值707元，最低估值511元。
綜合評級 - 共有12位分析師給予瑞昱(2379-TW)評價：積極樂觀8位、保持中立8位、保守悲觀0位。
瑞昱(2379-TW)今(30日)收盤價為502元。近5日股價下跌4.74%，相關半導體業近5日下跌3.98%，集中市場加權指數下跌2.83%，短期股價無明顯表現。
資料來源：Factset，數據僅供參考，不作為投資建議。",2024-07-31 08:10:27,27945,FactSet 最新調查：瑞昱(2379-TW)目標價調降，最高估值、最低估值、中位數、綜合評級、近5日股價、大盤表現、即時新聞資訊。,['瑞昱'],93e0d68c-aad8-474c-98eb-b8cbd2975d14
鉅亨速報 - Factset 最新調查：漢翔(2634-TW)EPS預估下修至2.97元，預估目標價為61元,"['台股', '市場預估', 'eps']","根據FactSet最新調查，共8位分析師，對漢翔(2634-TW)做出2024年EPS預估：中位數由3.02元下修至2.97元，其中最高估值3.34元，最低估值2.66元，預估目標價為61元。
市場預估EPS
預估值
2024年(前值)
2025年
最高值
3.34(3.34)
3.73
最低值
2.66(2.66)
3.05
平均值
3.01(3.02)
3.43
中位數
2.97(3.02)
3.41
市場預估營收
預估值
(單位：新台幣千元)
2024年
2025年
最高值
41,842,000
45,863,000
最低值
39,811,000
42,717,000
平均值
41,065,500
43,868,200
中位數
41,437,500
43,585,000
歷史獲利表現
項目
2023年
2022年
2021年
2020年
EPS
2.36
1.73
0.59
0.42
營業收入
(單位：新台幣千元)
39,100,002
30,242,307
23,734,566
21,042,937
詳細資訊請看台股內頁：
https://www.cnyes.com/twstock/2634/financials/ratios
資料來源：Factset，數據僅供參考，不作為投資建議。",2024-07-31 08:10:35,27944,FactSet 最新調查：漢翔(2634-TW)EPS預估下修，預估EPS、預估營收、目標價、歷史獲利表現、即時新聞資訊。,['漢翔'],c28366f9-cbe6-4968-b5e2-582ff148b5d2
鉅亨速報 - Factset 最新調查：華通(2313-TW)EPS預估上修至5.39元，預估目標價為97.5元,"['台股', '市場預估', 'eps']","根據FactSet最新調查，共7位分析師，對華通(2313-TW)做出2024年EPS預估：中位數由5.31元上修至5.39元，其中最高估值6.04元，最低估值5.05元，預估目標價為97.5元。
市場預估EPS
預估值
2024年(前值)
2025年
最高值
6.04(6.04)
7.85
最低值
5.05(3.99)
6.92
平均值
5.46(5.28)
7.23
中位數
5.39(5.31)
7.12
市場預估營收
預估值
(單位：新台幣千元)
2024年
2025年
最高值
81,860,000
87,850,000
最低值
73,482,000
84,549,000
平均值
77,388,430
86,536,000
中位數
77,486,000
87,086,000
歷史獲利表現
項目
2023年
2022年
2021年
2020年
EPS
3.5
6.71
4.31
3.91
營業收入
(單位：新台幣千元)
67,078,773
76,419,408
63,053,656
60,516,929
詳細資訊請看台股內頁：
https://www.cnyes.com/twstock/2313/financials/ratios
資料來源：Factset，數據僅供參考，不作為投資建議。",2024-07-31 08:10:37,27943,FactSet 最新調查：華通(2313-TW)EPS預估上修，預估EPS、預估營收、目標價、歷史獲利表現、即時新聞資訊。,['華通'],467a022f-507e-4137-b9e4-9b52aca76fbb
