content,publish_at,id,summary,title,keywords,related_stocks,uuid
"關注台股盤前要聞重點。經濟部加工處通過台灣碳權交易所將進駐高雄軟體園區，預計 7 月底、8 月初正式上路營運；元太董事長李政昊表示，近期有感受到消費型急單出現，而沃爾瑪 (Walmart) 電子標籤 (ESL) 訂單也將照計畫，年底前開始出貨。以下是今 (30) 日必看重要財經新聞。




台灣碳權交易所獲加工處核准 拍板進駐高雄軟體園區


經濟部加工處通過台灣碳權交易所將進駐高雄軟體園區，員工約 10 名，初期將以提供企業諮詢服務為主，預計 7 月底、8 月初正式上路營運。
閱讀全文...


元太近期有急單出現 沃爾瑪大單 Q4 起出貨


電子紙大廠元太 (8069-TW) 昨 (29) 日召開股東會，董事長李政昊表示，近期有感受到消費型急單出現，如電子閱讀器、電子筆記本等，預期下半年營收將逐季成長，且沃爾瑪 (Walmart) 電子標籤 (ESL) 訂單也將照計畫在年底前開始出貨。
閱讀全文...


增派員工加速亞利桑那州廠進度 台積電：工程進入關鍵階段


據外媒報導，台積電 (2330-TW) 與供應商計畫加派數百名員工前往美國亞利桑那州，加速當地晶圓廠工程進度，對此，台積電昨 (29) 日回應，目前工程進入關鍵階段，需有熟練的專業人員執行，調派支援的人數尚未確定、但有限，不影響當地現場員工配置。
閱讀全文...


5 月景氣燈號連 7 藍 景氣盤整成長動能偏低


國發會昨 (29) 日公布 5 月景氣燈號，綜合判斷分數為 12 分，較上月增加 1 分，燈號續呈藍燈，是連續 7 個月亮起代表低迷的「藍燈」，景氣領先指標轉為下滑，同時指標下跌但跌幅縮小，顯示國內景氣持續盤整，成長動能仍偏低。
閱讀全文...


今皓新董座石浩吉：今年調體質衝刺車用、AI 明年拚轉盈


連接線廠今皓 (3011-TW) 昨 (29) 日召開股東會完成董事改選，會後董事會推選石浩吉接任新董事長。石浩吉表示，預計營運第二、三季落底，第四季可望向上，今年目標損平，明年在車載、AI 相關布局發酵下，可望開始獲利。
閱讀全文...


凌巨充電樁面板放量出貨 下半年營運回溫全年拚增


利基型面板廠凌巨昨 (29) 日召開法說會，經營團隊指出，充電樁面板放量出貨，車載重返成長，以及工控需求回穩下，下半年營運可望優於上半年，全年則力拚持平至略增。
閱讀全文...


LED 廠掀第二波漲價潮 京東方晶芯、東山精密宣布調價


中國 LED 廠在 5 月下旬宣布漲價後，近期再釀第二波漲價，京東方晶芯、利亞德、東山精密近日宣布，由於成本上升將再度漲價，國內業者認為，低階產品開始漲價，意味中高階應用價格可望趨穩，正面看待 LED 漲價潮。
閱讀全文...",2023-06-30 05:10:05,10704,關注台股盤前要聞重點。經濟部加工處通過台灣碳權交易所將進駐高雄軟體園區，預計 7 月底、8 月初正式上路營運；元太董事長李政昊表示，近期有感受到消費型急單出現，而沃爾瑪 (Walmart) 電子標籤 (ESL) 訂單也將,〈台股盤前要聞〉碳權交易所進駐高軟、元太沃爾瑪大單Q4出貨 今日必看財經新聞,"['碳權交易所', '元太', '電子紙', '台積電', '景氣燈號', '今皓', '凌巨', 'LED']","['元太', '台積電', '今皓']",e95eaf76-3d8b-47a7-900f-444e9ff9f6b7
"試圖於月線止穩的台股，週四盤中一度上攻逾百點，最高來到 17077 點，但在賣壓出籠下，盤中一度由紅翻黑，終場上漲 6 點，以 16942 點作收，K 線留長上影線。由期貨來觀察大盤，近期提及台指期的行情區間位於 16984~16667 之間，目前區間不變。週四盤中一度逼近區間上緣後，就見到空方表態。短線上，近日提到行情試圖在月線附近尋求止穩。但因本週週 K 線出現週級別日落的機率上升，自然市場的多方氣氛已受影響，果然週三、週四等連續兩日盤中衝高之際，盤面都有籌碼順勢結帳，逢高先行出場，證實了投資人心態仍屬保守。當中週四一度有機會拉出日級別的日出，直接讓日 K 線由空翻多，但在結帳、當沖及隔日沖賣壓出籠下，多方又無功而返，後續要觀察 7 月行情，多方能否拉出日級別日出，進而減緩週級別日落的衝擊力，讓大盤暫於月線附近整理，等待 Q3 買盤歸隊。


隨著 ChatGPT 聊天機器人掀起的 AI 人工智慧熱潮，近日提到市場已經擴大解釋，從 IP 矽智財、系統整合商、資訊服務商，到光通訊、網路設備，再到伺服器供應鏈 (包括代工、散熱、電源供應器、滑軌、機殼、板卡、連接線器) 等通通被納入泛 AI 生態鏈、量體增加，可操作的股票也隨之增加。這當中跨界的企業將會越來越多，並且由於知名度較大的股票普遍於今年第 2 季時都有過一段漲幅，故在近日新的跨界企業明顯獲得資金關注。如連接線的貿聯，過去大家習慣以特斯拉概念股來看待，只是今年其不僅受惠特斯拉北美充電標準 (NACS) 獲各大車廠採用，後續對於相關線束的需求提升，營運看漲，同時也切入 AI 伺服器線束成功，搭上 AI 伺服器對於高頻高速散熱的特殊需求，未來對營運貢獻可期，等於同時具備車用及 AI 兩大題材，股價就創波段新高。同樣跨界的還有鴻海集團旗下系統模組封裝廠訊芯，不僅搭上美國拚網路基建列車，訂單下半年回籠，目前美系客戶 400G 光纖模組已經量產，同時由於 AI 趨勢擴大，光纖將大量導入伺服器，後續相關應用將增溫，營運也將受惠，等於同時具備美國網路基建及 AI 兩大題材，股價當然也大漲，皆可列入追蹤。


先前提過 AI 趨勢將帶動整體電子業，當中由於 AI 對運算能力要求更高，記憶體的需求也隨之增溫。近日美光對於本季營運展望樂觀，提到市場供過於求的情況正在緩解，證實了經過相關業者減產，以及 AI 需求拉動，記憶體市況可望觸底回溫，指標的南亞科止穩轉強，而利基型記憶體的華邦電、記憶體模組的威剛，記憶體控制 IC 的點序、群聯等股價也表態，皆可留意。另外，先前提到 7 月進入傳統生技月，不僅有相關展會，同時市場認同度也較高，果然週四不少生技股表態上攻，如聿新科、杏一、中裕、承業醫、博晟生醫、雙美等都轉強，後續可觀察醫美及醫材股能否出現擴散效應，更多盤面機會可鎖定 Line@粉絲團。


歡迎大家轉貼本文，並加入《蔡正華金錢道》


Line@頻道：
https://lin.ee/om1quOp


（ID：@goldmoney168）


Telegram 頻道：
https://t.me/goldmoney168


（ID：goldmoney168）


Youtube 頻道：


https://www.youtube.com/channel/UCIWkfrpw6l-jFhFejLrzC-A


FB 臉書粉專：
https://www.facebook.com/goldmoney168/


本公司所推薦分析之個別有價證券

無不當之財務利益關係 以往之績效不保證未來獲利

投資人應獨立判斷 審慎評估並自負投資風險",2023-06-30 08:00:20,10703,無摘要,操盤手看台股：跨界成選股新主軸，哪些股票可留意？,"['趨勢分析', '蔡正華', '摩爾投顧']",[],8a33e27c-6a50-44d0-809d-8bc2e432e370
"美股道瓊周四大漲近 270 點，但那指收黑，法人認為，台股周四雖然小漲但未能站穩月線，且外資近期持續調節，加上 7 月後外資將放暑假，缺乏推升動能下，預期台股整理格局恐將持續。


法人認為，台股本週在回補 6 月 13 日的多方缺口後，波段反彈走勢應已結束，週三、四雖連 2 日反彈，但追價買盤力道偏弱，倘若月線遲未能站回，甚至不排除有繼續回測 16500 點的風險。


美股四大指數表現來看，道瓊漲 269.76 點或 0.8%、但那指在記憶體晶片龍頭美光領跌下收黑，跌 0.42 點、費半漲 4.69 點或 0.13%、標普漲 19.58 點或 0.45%。


台股昨日雖然一度站回萬七大關及月線之上，但盤中翻黑，震幅達 166 點，收盤僅小漲 6.67 點或 0.04%，收 16942.3 點，成交金額 2684 億元，三大法人買超 58.26 億元。


其中，外資賣超 53.24 億元，為連 7 賣；投信同步翻空賣超 4.53 億元；自營商獨自力挺台股，大買超 116.04 億元。另外，外資台指期淨多單持續減少 5709 口，降至 2192 口。",2023-06-30 08:37:24,10702,美股道瓊周四大漲近 270 點，但那指收黑，法人認為，台股周四雖然小漲但未能站穩月線，且外資近期持續調節，加上 7 月後外資將放暑假，缺乏推升動能下，預期台股整理格局恐將持續。,〈台股盤前〉買盤追價力道觀望 難脫高檔震盪,"['台股', '法人', '台指期']",[],760e484c-cdc5-4c01-9d8c-4f56d084e230
"前段時間台股多種族群類股表現強勢，呈現良性輪動，觀光股就是其一。在不少個股拉出相當可觀之波段漲幅後，現在或許進場風險都不小，但若同樣具備客源回流，營運漸入佳境的前景，若有表現相對落後的標的，是否會有補漲空間? 若有籌碼凌亂的標的，是否在籌碼沉澱後有重新攻擊的機會?


今天來看看 (2748-TW) 雲品。


雲品旗下擁有台北君品酒店、日月潭雲品溫泉酒店、館外餐飲業務；去年餐飲部分約占營收 5 成 5，住房部分占約 4 成。以主要風景區而言，雲品是去年營收最高的飯店，而經過疫情影響，雲品酒店住房率在今年即有機會超過疫情前水平；君品酒店也從去年一度不到 4 成的住房率，今年下半年有望回升至 7 成以上，後幾年來看是個逐年復甦成長的趨勢。




股價表現上，在今年 Q2 不少觀光股強勢上揚階段，雲品明顯表現相對落後，波段未走出明顯漲勢；而當後續行情拉開後買單相對積極，但來得快去得也快，大多快速拉抬後又馬上回到起漲點，短期投機意味濃厚。這種就像筆者過去分享到，具有利多題材且具備輪動空間，但是股性較差的標的，要做就是剛發動時用追漲殺跌模式短線順勢操作，要不就是於股價量縮整理階段以佈局補漲行情的方式切入，待股價拉抬即可逢高出場。


其波段漲勢相對疲弱原因，除了從股性出發，籌碼面也可略知一二。相對強勢股 2722 夏都來看，雲品在資券餘額上皆難見到連續增加之短線籌碼增溫等情況，反之族群中強勢股則是能吸引許多積極型買賣單進場。




本益比偏高也是其中一個因素，即便以當前已公布近 4 季獲利來算，夏都本益比超過 70 倍，但股價也經歷了倍數漲幅；而雲品今日壓回近幾個月來整理區間範圍，本益比仍有近 45 倍，對比晶華、老爺知、華園、國賓等飯店業者皆屬偏高。


然股價目前偏貴、未跟上族群強勢股表現，換個角度想或許是機會。


歷經 2021、2022 年疫情影響，獲利由虧轉盈，且北部中部兩家酒店尚未達疫情前住房率，仍具有不少提升空間下，以當下獲利水平計算之本益比應有大幅度下調空間；短期漲跌如此快速且難走出趨勢的慣性尚未改變，但拉長時間來看，在其餘強勢同概念股能維持高檔整理的條件下，雲品應有可期待之波段上檔空間。


（撰文者：永誠資產管理處 分析師 江太壹）


60 秒心理測驗，測出你的退休模式

點擊測驗（
https://quiz.big-econ.com/index.php?&QID=7
 ）


「永誠資產管理處」是全台合法擁有金管字號的證券投資顧問公司中「唯一首創資產管理的部門」，20 年深耕專營台灣各大科技園區，以認真、誠信思維提供客戶服務，讓努力累積財富的你，也可貼身感受理財管家的 VIP 價值。


沒有代理金融商品，不以商品銷售出發，減少你的財務漏洞！從資產配置出發，透過「專案客製化」、「服務精緻化」、「獲利系統化」，你不需犧牲時間體力，就能感受到資產提升！


「卓越投資研究團隊」加「頂尖財務顧問團隊」共同與客戶締造里程碑




▶進一步了解資產管理處 
https://www.ycam.com.tw/


▶閱讀更多精彩文章 
https://www.facebook.com/yongchengasset


▶觀看更多精彩影片


https://m.youtube.com/channel/UCXhFwgxQL_LBuhK43YEqWmQ


本公司所分析個別有價證券僅供參考，投資人應獨立判斷，審慎評估並自負投資風險。",2023-06-30 08:45:23,10701,無摘要,投機的成長股，洗刷完後的機會,"['趨勢分析', '永誠資產管理處', '觀光', '飯店', '投機股', '雲品']",['雲品'],5b6431c7-2196-40f6-9bb3-3a763698e6dd
"近期因為聯準會主席鮑爾接連聲明今年再升息 2 碼是必要的讓美股陷入震盪，而美國又祭出 AI 晶片出口到中國的禁令讓台股站不穩萬七，鴻光投顧徐紹軒分析師認為這兩大理由只是為了下跌再找藉口，美股、台股屬於效率市場，許多資訊都會提前反應而鮑爾暗示今年底之前再升息 2 碼的消息已經不是第一次提示了，且中美對抗互相禁止、限制相關出口也早已進行中，所以台股若是因為這兩大利空下跌，那我相信台股很快就會漲回萬七了。撇除這些利空轟炸下，我對今年台股的走勢規劃就是仿照 2016-2017 年般走一個復甦的態勢，所以今年的績效多寡取決於你把握多少拉回布局的機會!


還記得 6 月中 (6/12) 我提醒大家資金會開始轉進生技股，因為 7 月會有亞洲生技大展，所以提醒大家可以開始留意生技股新的投資機會。當你在股市想的不只是活著而是賺到超額報酬的話靠得是對資金流動的敏銳程度，如何能提前市場挖掘出下一波資金的流向，才會讓你能夠買在飆鼓起漲時。先前推薦的生技減肥股王 - 康霈 (6919-TW) 當時股價還在 345 附近，就在 6/28 的法說會上公司釋出極為正面的訊息後股價也一度拉到 395 以上，後續我仍持續看好這檔「興櫃生技股王」的發展。當你對行情的把握度高才能把資金運用在最有效益的時段一買即噴!


現在市場沉靜在下半年電子業準備復甦的喜悅當中，但光說無憑，所以我提供一個方法讓大家去驗證這個說法是否正確，那就是關注 6~9 月的營收數字以及 Q2 財報開出的成績單是否有復甦、成長的力道，用營收數字來向市場證明下半年的確會走一個復甦的態勢。剛好我這邊有研究出一檔預估 6 月營收有機會 MoM 600% 以上的生技股，它併購國外生技大廠且下半年開始認列營收，所以讓它 6 月營收開始出現大幅飆漲，再搭配後續生技展我認為它的股價表現不會太差，如果想要知道這檔【耀勝 No.2】更多的細節請加入我下方的頻道，裡面會有更多的飆股資訊，畢竟想要賺得多就要夠了解，這樣才敢壓得重，你說不是嗎?


想要獲取更多的飆股資訊，請加入徐紹軒分析師的頻道 :


ine@頻道：
https://lin.ee/PvDhA1U
 (詢問入會 / 個股操作)


（ID：@r178178）


Telegram 頻道：
https://t.me/rr178178
 (盤前 / 新聞解讀 / 飆股推薦)


（ID：@rr178178）


Youtube 頻道：


https://www.youtube.com/@ryanhsu1788/featured


本公司所推薦分析之個別有價證券，無不當之財務利益關係，以往之績效不保證未來獲利，投資人應獨立判斷，審慎評估並自負投資風險。",2023-06-30 08:48:03,10700,無摘要,提前預告資金轉進生技! 再度命中康霈大漲! 下一步要買這檔？,"['趨勢分析', '萬七', '飆股', '藥華藥', '康霈', '生技大展', '徐紹軒', '鴻光投顧']",[],eebc155c-e604-436c-adab-906196cd3c06
"美股四大指數周四多數收漲，銀行股領漲帶動美股反彈。周四美股由道瓊指數 + 0.79% 領漲四大指數，高盛 + 3.01% 與摩根大通 + 3.49% 領漲道瓊成分股。美股族群周四漲多跌少，金融、工業、能源、原物料類股領漲，必須消費、公用事業與通訊服務類股收跌。蘋果 + 0.18% 創歷史新高與 META-1.32% 分別領漲 / 領跌科技股，博通 + 1.73% 與美光 - 4.09% 分別領漲 / 領跌半導體股，富國銀行 + 4.5% 與雷神 + 2.01% 領漲大型股。週四晚間美國公布 GDP 與核心 PCE 數據一好一壞，市場仍預期 7 月份將升息一碼，美股逼近季底資金出現再平衡，交易清淡下觀望氣氛濃厚。美國銀行業通過聯準會壓力測試，激勵銀行股領漲美股盤面。美股資金轉向價值型股布局，科技成長股買氣出現退潮。


台指期盤後盤下跌 25 點作收，跌幅 0.15%，台積電 ADR-0.28%。


週五大盤指數觀察重點有三: 1. 季底作帳與中小表現 2. 綠能、軍工與生技股表現 3. 電子集團股作帳力道


1. 周五台股因美股輪動且台幣弱勢，指數表現空間不大，留意外資因台幣續貶，提款壓力不利大型權值股表現。隨著今日指數蒸發 74 點盤中有回測低點壓力，量能持續低迷以個股表現為主。只要櫃買指數維持強勢表現，中小型股仍是盤面主流。尾盤因法人與集團作帳關係，預計容易出現大幅震盪，指數波動加劇。


2. 貨櫃三雄週五上演除權息大秀，長榮除息後有機會啟動反彈走勢，但陽明萬海因尚未除息，仍以長榮集團作帳行情表現為主。BDI 指數周四連四日走跌，散裝航運仍有修正壓力。國際原物料報價周四跌多漲少，華新股價跌至現增價後有反彈空間，或有利鋼鐵與電器電纜股回穩，下游紡織與成衣廠維持強勢輪動。綠能族群觀察重電族群盤中買氣，電子股陷入整理有利資金回流，大同集團季底作帳行情可持續留意。風電與太陽能周五也可留意補漲走勢。碳權概念股週五須留意隔日沖賣壓，碳權交易所正式確立落腳高雄，利多見報且主力卡位，盤中不宜過度追價。生技股週五維持補漲走勢，生技展與避險屬性吸引買盤卡位，短線輪動過快不宜追高爆量拉高股。汽車零組件族群，留意裕隆與和泰集團作帳走勢，特斯拉股價續強，相關車電股仍看補漲力道。觀光族群週五整理居多，夏季旅展大陸官員無法來台參展，兩岸關係僵局不利買盤追價。航空股週五有發動機會，近期多數呈現紅黑交錯的輪動走勢。文創族群藝人性騷利空鈍化，必應處置交易最後一日走勢決定盤中族群強弱。軍工股觀察美國軍委會官員離台後，後續是否有相關利多見報，軍工股近期出現買盤加溫補漲走勢。


3. 周五電子股留意集團與法人作結帳走勢，美股 AI 股買氣疲弱，昨日強漲股今日易有獲利賣壓。高價股周五震盪居多，法人季底作結帳容易出現大幅波動，指標股觀察緯穎大量隔日沖券商鎖碼後，盤中波動影響伺服器族群強弱。筆電族群仍是個股表現為主，法人買氣與量能退潮，波動幅度降溫，留意緯創盤中走勢與輪動擴散效應。散熱、板卡、PCB、記憶體與網通族群，週五留意周四強漲股續航力道，網通股連漲兩日後周五出現震盪。記憶體因美光重挫，利多反轉為利空，出現賣壓。台積電周五決定尾盤指數方向，台幣趨貶尾盤拉高須看內資法人力量。矽智財周五重新回測 5 日線支撐，盤中需觀察投信結帳壓力會否加重股價下壓。光學鏡頭與 LED 族群即將進入拉貨旺季，可適度卡位旺季行情，威盛集團持續留意有無整齊拉高作帳買氣。AI 軟體指標股股價低迷已久，近期出現買盤卡位，周五持續觀察買盤擴散與否。遊戲股週五可觀察反彈力道，大宇資集團有機會發動作帳行情，陸股遊戲股轉強且遊戲股回測均線支撐，輪動架構下仍有重新轉強機會。


台股 6 月挑戰萬八大關? AI 主流題材能持續獨領風騷??  想知道更多優質強勢股，請鎖定我的 LINE@粉絲團!!


歡迎大家加入《林漢偉 - 決勝關鍵》官方頻道


漢偉分析師官方 LINE@，請加【LINE@ ID:@ps1688】


https://lin.ee/qlSw2AD


決勝關鍵每日台股解盤，請加【Youtube】


https://reurl.cc/kZvRvL


最即時的國際資訊解讀，請加【Telegram ID:ps1788】


https://t.me/ps1788


本公司所推薦分析之個別有價證券

無不當之財務利益關係 以往之績效不保證未來獲利

投資人應獨立判斷 審慎評估並自負投資風險",2023-06-30 09:00:14,10699,無摘要,【決勝關鍵】美股資金季底再平衡，台股收月季線作結帳啟動,"['趨勢分析', '林漢偉', '決勝關鍵', '摩爾投顧']",[],35ec94e6-23b9-4728-a6aa-827aa9bfc3e7
"市場高度矚目的貨櫃航商長榮 (2603-TW) 今 (30) 日進行除息交易，每股配息 70 元，除息參考價 85 元，早盤以 91.9 元開出，隨即大漲 6%，一度逼近漲停，最高來到 93.4 元，在大盤跌逾百點之際，展現強勢的填息行情。


長榮除息影響台股加權指數約 47 點，雖大盤偏弱整理，長榮投資氣氛強強滾，開盤不到 5 分鐘，成交張數已達 7 萬張，成交量位居台股上市櫃個股之冠。


而在長榮的帶動下，陽明 (2603-TW) 開盤 5 分鐘成交量也逼近 1.3 萬張，合計航運族群早盤在台股的成交比重超過 9.5%。


緊接著登場的是陽明和萬海 (2615-TW)，預計分別於 7 月 4 日、7 月 3 日進行除息，每股將配發現金股利 20 元、5 元。


法人指出，儘管今年海運確定無法重回過去 2 年的榮景，但第三季進入傳統旺季，運價仍有望緩步回升，貨櫃航商營運拚逐季升溫，尤其長榮船舶具成本優勢，不至於陷入虧損，在大者恆大的激烈競爭下，反而更顯有利。


法人也提到，目前長榮本淨比約 0.64 倍，位於近年 0.56-3.07 倍區間下緣，有利評價回升。",2023-06-30 09:29:29,10698,〈焦點股〉長榮早盤填息行情暴衝 一度逼近漲停版,〈焦點股〉長榮早盤填息行情暴衝 一度逼近漲停版,"['長榮', '填息', '海運', '貨櫃', '除息']","['長榮', '萬海']",ab47503a-1e72-45f9-a078-6a609357e4e6
"美元轉強、台股下挫，新台幣兌美元今 (30) 日貶值 4.2 分，貶破 31.120 元開出，盤中一度貶至 31.13 元價位，但在出口商拋匯支撐下，盤中貶幅稍有收斂。


聯準會再度釋出鷹派訊號，加上就業市場穩健，加深市場對於聯準會繼續升息的預期心理，進而推升美元指數回升至 103.36 站上兩周來新高，美元走強讓非美貨幣承壓。


新台幣兌美元今天開盤即貶破 31.1 元價位，盤中隨台股下跌拖累匯價貶至 31.14 元，但適逢月、季底出口商實質拋匯需求，加上台股跌勢有所收斂，帶動新台幣匯價貶幅也跟著縮小，盤中持續在 31.12 元到 31.14 元區間震盪。


聯準會暗示繼續升息，激勵美元指數續揚，美元指數高點來到 103.368，主要亞幣中，新台幣貶幅 0.17%、人民幣盤中貶幅 0.03%、日元貶幅 0.17%、韓元逆勢小升，盤中升幅 0.05%。",2023-06-30 09:58:42,10697,美元轉強、台股下挫新台幣兌美元今 (30) 日貶值 4.2 分，貶破 31.120 元開出，盤中一度貶至 31.13 元價位，但在出口商拋匯支撐下，盤中貶幅稍有收斂。,〈台幣〉美元強+台股挫 新台幣盤中貶破31.1元價位,"['新台幣', '美元', '美元指數', '亞幣', '台股']",[],39181010-4137-4dfc-aea4-c4adcf061c6f
"連鎖餐飲集團六角 (2732-TW) 旗下小金雞王座國際 (2751-TW) 於今 ( 30) 日以每股 66 元登錄興櫃，早盤以 88 元開出，隨即飆破百元關卡，最高來到 141 元，漲幅超過 100%。


王座表示，未來將採直營、加盟和海外再授權的多元模式營運，目標完成每年台灣新開直營店家數約 8-10 家、代理韓國橋村炸雞在台發展加盟、進行海外 2-3 個地區或國家的授權、維持海外代理店家數 20% 成長等，也不排除引進海外新品牌與併購。


王座成立於 2015 年，實收資本額 1.7 億元，員工數 728 人，主辦券商為永豐金證券，母公司六角持股約 70%，旗下擁有「銀座杏子日式豬排」、「大阪王將」、「段純貞牛肉麵」、「京都勝牛」和「橋村炸雞」等 5 個國內外餐飲品牌獨家代理權代理經營合約，主攻中平價位餐飲服務。


目前王座於全台共有 46 家連鎖直營店，其中，中價位店數有 32 家、平價位店數有 14 家。


而王座海外授權經營店數已近 10 家，未來將朝日本、美加和英國等海外地區推進。


王座進一步提到，在取得橋村炸雞代理後，規劃將先在大台北地區開設 2-3 家直營門市，首店確定 8 月開出，未來發展國內加盟制度。


王座第一季稅後純益 3100 萬元，以股本新台幣 1.7 億元計，每股純益 (EPS)1.82 元，5 月合併營收 9618 萬元，年增 88.88%，累計前 5 月合併營收 4.79 億元，年增 50.80%，創近 6 年同期高，在毛利率和營業利益率雙優化下，王座看好，第二季獲利表現不遜於第一季。",2023-06-30 09:59:43,10696,〈焦點股〉餐飲新兵報到！王座興櫃首日飆漲逾 100%,〈焦點股〉餐飲新兵報到！王座興櫃首日飆漲逾100%,"['餐飲', '王座', '加盟', '新股掛牌', '六角']","['六角', '王座', '王座']",50095c3b-81ca-474c-80c0-d4fb34a7b008
"美國聯準會不排除連續升息、美國擬擴大中國 AI 晶片管制，再加上外資期、現貨持續調節，影響多頭信心下。台股繼昨日開高百點收低後，今日持續以低盤開出，顯然台股短線修正仍持續 ING 中。今日盤面電子成交比重降低 6 成以下，主流股 A I 題材出現鈍化，相關族群仍處震盪整理，研判台股短線仍需時間整理，短期盤勢恐仍是沉悶表現，要馬上出現長紅扭轉頹勢的機會不大。


不過休息是為了走更長遠的路。台股現在蹲下來，以後才跳的更高喔！我們觀察台灣 5 月景氣對策分數上升至 12 分 (前 11 分)，非農就業為 2015 年以來首度回歸「綠燈區」，同步觀察目前半導體相對弱勢的記憶體產業，看到了去庫存將盡的契機，景氣底部訊號明確！江江研判，景氣燈號將在內需動能的支撐下逐步走出底部，預期下半年的出口動能樂觀，將帶領經濟動能逐季回升。配合總統大選逼近，大選前台幣匯率將維持穩定，吸引外資匯入，選舉前兩岸關係變化有限。故在大選前台股多頭趨勢不易改變前提下，這波回檔仍是空手 + 再加碼的投資人，另一個逢低切入的機會。


至於最佳的逢低切入點如何判斷？投資人可觀察—MACD 指標！建議大家可觀察 MACD 日線何時收腳！日前與台股連動密切的美股 NASDAQ、費半指數皆已收腳；昨日 OTC 也收腳，加上昨晚道瓊也收腳了，現在就只剩下台股大盤還沒有。所以，接下來就是觀察大盤日 MACD 何時收腳，一旦日線收腳，就是止跌訊號，MACD 柱狀體翻紅，就是多頭攻擊的關鍵證據。


【盤面重點股解析】：觀察今日除息指標股—長榮開高大漲鎖漲停；反觀日月光卻未見除息行情開低下跌中。落差那麼大的主因，關鍵因素在於「基期」！今年以來，長榮因營收大幅度衰退，股價未跟上大盤，除息前更是因股息過大，出現棄息賣壓下，今日狹著「低基期 + 短線籌碼乾淨」出現大漲。而日月光剛好相反，因高基期導致貼息。故在台股 MACD 收腳、柱狀體翻紅前，建議投資人在操作上，不追高，鎖定「股價有整理過 + 低基期」個股，以買黑不買紅方式因應。更多盤面機會可鎖定 Line@粉絲團，想了解還未起漲的市場主流，同步了解大盤多空轉折點及學習預測技術分析，都可加入密切鎖定 Line@粉絲團關注。


有持股問題或想要飆股→請加入江江 Line @：


https://lin.ee/vTaRqlQ


更多產業趨勢報告 + 盤中訊息→請加入江江 TG：


https://t.me/win58899


江江的 Youtube【點股成金】解盤：
https://reurl.cc/02drMk


本公司所推薦分析之個別有價證券 無不當之財務利益關係 以往之績效不保證未來獲利 投資人應獨立判斷 審慎評估並自負投資風險",2023-06-30 10:02:33,10695,無摘要,同日除息：長榮漲停、日月光重挫為何？留意MACD收腳訊號！,"['趨勢分析', '江國中', '摩爾投顧']",[],790f5389-b6b2-4287-a62b-a3db10e76ec0
