content,publish_at,id,summary,title,keywords,related_stocks,uuid
"12/10 台股盤前要聞


1. 財政部 9 日公布最新海關進出口貿易初步統計，11 月出口金額 410.9 億美元，年增 9.7%；進口金額 331.6 億美元，年增 19.8%。出進口互抵後，11 月出超 79.2 億美元。累計前 11 月出口 4,315 億美元，年增 9.9%，進口 3,571.3 億美元，年增 10.6%，規模雙創歷年同期次高。累計 1 至 11 月對美國出口額，首度跨越千億美元大關。


2. 華航 (2610-TW) 總經理高星潢最新指出，作為台灣直飛歐洲航點最多、班次最密集的航空公司，下一步將視機隊運能規模，優先增班維也納、布拉格兩大航點，「布拉格起碼達到每周 5 班」，依交機時程力拚明年下半年開始增班。


3. 敘利亞變天，地緣政治風險加劇，帶動資金回流避險美元，加上韓元重貶壓抑，新台幣兌美元一度貶破 32.5 元關卡，但外資抱持觀望態度，並未大舉匯出，終場收在 32.47 元，貶值 6.2 分，終止連 4 升，市場高度關注美國本周即將公布的通膨數據，整體交投清淡，台北及元太外匯市場總成交值僅 11.76 億美元。


4. 台積電 (2330-TW)(TSM-US) 創辦人張忠謀 9 日出席新書發表會，除了分享新書內容，也受訪指出，若輝達 CEO 黃仁勳當時有興趣就任台積電 CEO 的話，要過得關也不少，首先就是不能讓他保留輝達的股票，因此這可能是其婉拒的原因。


5. 鴻海 (2317-TW) 子公司揚信科技與渣打銀行 9 日宣佈，完成 22 億元、2 年期綠色貸款 (Green Loan)，此筆綠色貸款將被專用於揚信科技的高雄電池中心綠建築專案。


6. 2024 年接近尾聲，統計全市場 272 檔股債 ETF，截至 12/6 止，年度績效王由國泰數位支付服務 (00909-TW) 以 70% 報酬奪下，00909 搭上比特幣復甦的紅利行情，成為今年的大黑馬，一舉擊敗多檔 2 倍槓桿型 ETF。


11 月出口 13 紅！連 4 月站穩 400 億美元 前 11 月對美首破千億美元


華航將增班布拉格、維也納 國籍航空搶客戰蔓延至中東歐


華航拓轉機版圖還有一利器 別忽略這個市場是獨家飛


〈台幣〉敘利亞變天、韓元領跌 量縮中止連 4 升收 32.47 元


〈張忠謀新書發表會〉黃仁勳婉拒台積電 CEO 張忠謀曝關鍵因素


鴻海與渣打簽署 22 億元綠色貸款 打造高雄電池中心綠建築


2024 年 ETF 前十強搶先看 00909 成大黑馬勇奪年度績效王


無懼股市逆風！凱基金前 11 月賺進 330 億元 EPS 直逼 2 元


廣達受惠 NB、通用型伺服器帶動 11 月營收 1413 億元寫新猷


仁寶 11 月營收 796 億元年月雙減 旺季不旺影響 PC 出貨


公股 4 金 2 銀前 11 月狠賺 1205 億創新高 兆豐金賺 320 億續稱霸",2024-12-10 05:10:02,33823,台股盤前要聞,〈台股盤前要聞〉出口連13紅、國籍航空搶客戰蔓延至中東歐、台幣中止連4升,"['台股', '台股盤前', '台股盤前要聞']","['華航', '台積電', '鴻海', '國泰數位支付服務', '台積電']",66c11cad-b22c-493c-9f73-bb41e1875a87
"今晨美股全數收跌，道瓊收跌 0.5%，標普 500 指數跌 0.6%，科技股那指跌 0.6%，費半跌 0.8%。中國在美掛牌的中概股出現大漲，那斯達克金龍指數 (HXC-US) 大漲超過 8.5%，市場關注下週 FED 今年最後一次的利率政策會議。紐約期金漲近 1.0%，原油也反彈約 1.5%。比特幣則是回檔現報 97000 美元 / 枚。台股夜盤指數小跌 31 點。


其他重要個股週五的表現如下: 蘋果 (AAPL-US) 上漲 1.6% 股價再創歷史新高。微軟 (MSFT-US) 漲 0.5%，META-US 跌 1.6%，亞馬遜 (AMZN-US) 跌 0.4%，谷歌 (GOOG-US) 漲 0.4%。晶片巨頭輝達 (NVDA-US) 下跌 2.5%。伺服器大廠美超微 (SMCI-US) 漲 0.5%。晶片大廠超微 (AMD-US) 跌 5.5%，半導體權重股博通 (AVGO-US) 跌 0.3%，記憶體大廠美光 (MU-US) 漲 1.6%，台積電 ADR(TSM-US)跌近 2.0%，特斯拉 (TSLA-US) 漲 0.1%。英特爾 (INTC-US)CEO 跌 0.5%，戴爾(DELL-US) 漲 0.3%。減肥藥大藥廠禮來 (LLY-US) 跌 2.8%。海運巨頭馬士基 (MAERSK) 跌 1.5%，波段新高後拉回。


回到台股，先從美股來看，上週五美股中標普 500 指數和那斯達克持續創下歷史新高，費半雖反彈，但線形上仍然是位階最低的，這與近 10 多年來的美股大相逕庭，之前美股一直以來都是費半先創新高，而後是那指再標普，最後才輪到道瓊創高，現在卻是費半最弱，標普 7 巨頭中此波在川普當選後最強的當然是特斯拉 (TSLA-US)，上週單週再大漲逾 12.0%，也拉動了 META-US 和亞馬遜(AMZN-US) 創高，而與川普概念息息相關的比特幣上週突破 10 萬美元後拉回現報 97000 美元 / 枚，10 萬元的大關突破拉回，是合理的。但川普概念股是未來四年的主流，特斯拉和加密貨幣的領先大漲，就是一個重要密碼。但請記著，川普概念股中『電子不是唯一主流』!




台股昨天小漲 79 點，成交量不大約 3532 億，昨天台股最強就是運輸股，這其中包含海運和空運，上週老師還特別跟大家再次推荐運輸股，要大家利用貨櫃 3 雄拉回再次佈局，運輸股果然是台股類股中最強的族群，收盤長榮 (2603-TW) 漲 3.2%，陽明 (2609-TW) 漲 9.7% 盤中差 1 檔漲停，萬海 (2615-TW) 漲 2.5%，長榮航 (2618-TW) 漲 5.5%，整體運輸股大漲 3.6%，還記得老師天天掛在嘴上的結構，台積電 (2330-TW) 下長榮上的說法嗎? 又再度印證老師是對的，長榮 (2603-TW) 若突破新高，在低買高賣下，累計一年半下來，獲利逾 320%。川普概念電子不是唯一主流，在未來多頭架構下，川普上任後會更加明顯。也因為如此類股可以作適度的輪動，也避免了股市 AI 可能泡沫的危機。因為輪動的速度快，老師建議投資朋友可以大膽作多，但切記不可追高!


亞股日股收盤小漲約 0.2%，韓股持續受政治紛擾大跌近 3%。不過值得一提的是陸股收盤後，中共中央局召開會議，對 2025 年的經濟工作，提出實施更加積極的財政政策和『適度寬鬆』的貨幣政策，加強超常規逆週期調節，從過去 30 年中國的貨幣實踐，中國央行只在 2009~2010 期間曾實施『適度寬鬆』的貨幣政策 (2008 年的金融風暴後的救市)，期間陸股一度漲近 90%，市場估中國將再加大力度救市，港股收盤前應聲大漲 2.7%，香港恒生科技指數(HSTECH) 更飆逾 4.3%，今晨在美股的中概金龍指數更飆漲逾 8.5%。今日可以預見中國將出現大漲行情。可以留意與中國連動較深的中概股，比如矽統(2363-TW)11 月營收創歷史高，較去年爆增 15 倍月增 43%。。


既然看好川普概念，當然就是持續看好加密貨幣概念股，上週建議大家，將此波市場關注的 CPO(矽光子)、BBU(電池備用模組)和電容等概念股，可以分批出場，資金可以全面進駐比特幣概念股，昨天我們看到 CPO 概念漲跌不一，但 BBU 和電容等個股則是出現大幅回跌，新盛力 (4931-TW) 加百裕 (3323-TW) 興能高 (6558-TW) 都急殺，甚至跌停。看好的比特幣概念的板卡股，我們鎖定的是青雲 (5386-TW) 和映泰 (2399-TW) 當然就利用拉回持續佈局，而 ASIC 晶片的世芯 - KY(3661-TW)智原 (3035-TW) 和威盛 (2388-TW) 已明顯的看到買盤的介入，散熱的力致 (3483-TW) 上週漲逾 10%，昨天續漲，線型上是站上所多的多頭均線，持多續抱守停利。至於載板個股 (欣興和南電) 因為跌幅深，我們等全球相關股上漲了，再來建議買點。


再來從結構上來談，既然海運股都動了，如前所述，台積電很可能短線高點已過，那電子的次產業如電力 (太陽能、重電) 和生技股後續如何? 從美股到亞股的陸股日股這 2 個族群都表現非常強，昨天生技股王保瑞 (6472-TW) 公佈 11 月營收年增近 50%，但是月減約 19%，股價拉回約 5.3%，是買還是賣??? 老師將在老師的 YT，『台股鑫攻略』中說分明。


請大家先鎖定老師 ` 的免費的會影音 (裡面會有好股推荐)，和老師 YT 的台股鑫攻略，老師都講得非常清楚。更歡迎投資人快快加入我們會員行列，一波到底的紅包行情，切莫錯過。! 趕快來電洽詢!


操作難度提高了，投資朋友若有操作上或持股的問題歡迎加入老師的 LINE。LINE 好友連結 : 
https://lin.ee/5fbMyC2


最新影音 (請點影音上方標題至 Youtube 收視會更佳):




您可以點選下方黃色圖，股票健診或詢問入會，將有專人會協助您!




台股鑫攻略，帶您掌握全世界，跟著邱老師，穩中求勝才是您的最佳操作策略。台股鑫熱線 02-2653-8299。


文章來源：邱鼎泰分析師 / 亨達投顧


本公司所推薦分析之個別有價證券

無不當之財務利益關係 以往之績效不保證未來獲利

投資人應獨立判斷 審慎評估並自負投資風險",2024-12-10 07:38:04,33822,無摘要,【鑫攻略早報】美股拉回!中國或將加大力度救市!中概金龍指數狂飆!,"['趨勢分析', '亨達投顧', '邱鼎泰', '陽明', '長榮', '保瑞', '世芯', '青雲', 'CPO', 'BBU', '電容']","['台積電', '世芯-KY', '智原', '力致', '保瑞', '長榮', '陽明', '萬海', '長榮航', '新盛力', '矽統', '青雲', '加百裕', '興能高', '映泰', '威盛', '超微', '亞馬遜', 'Google', '輝達', 'Super Micro Computer Inc', '特斯拉', '博通', '美光', '台積電', '蘋果', '英特爾', '戴爾電腦', '微軟', '禮來公司']",4e2eef43-5a76-4ba6-abfd-25711a92b732
"美中對抗，美國對中國的科技產品封鎖，不只在先進晶片和半導體設備領域，更擴大到網通產品，當貿易戰上升到國安層級，網通產品也成為被針對的項目，在這過程中，台廠直接迎來轉單效益，因為國際政治因素，相較中共科技業的產品，美國對台灣當然是比較放心。所以在美國防堵中共矽光子和光通訊業者情境底下，對台灣光通訊產業鏈就更為有利。


除了轉單效應以外，美國的網通大基建計畫，也就是高達 420 億美元的預算，要在 2030 年前讓所有美國家庭都能享有寬頻。這對於能分食這塊大餅的業者來說也是很大的推動引擎。像網通廠智邦 (2345-TW) 從 2022 年 8 月的 250 元漲到現在的 735 元，而且股價並沒有轉弱。像矽光子題材的光聖 (6442-TW) 一年時間將近 10 倍漲幅，12/9 光聖又漲停創新高。


除了這些以外，像星通 (3025-TW) 股價在 10/9 波段高點回檔後，2 個月來呈現區間整理，但股價並沒大幅轉弱，還是仍維持季線之上，12/9 股價小漲 4.3%，整體仍維持強勢，後續創高機會大。湧德 (3689-TW) 題材面因拿到智邦 800G 高速傳輸訂單，技術面 12/9 小漲 2% 仍續強，波段壓力在 9/24 和 11/7 兩個高點，仍看好有機會往前波壓力區挑戰。低軌衛星的昇達科(3491-TW)11/18 測出支撐後目前股價有站回月季線之上，不過從 8/29 高點回檔下來幅度大，已不算很強勢的格局，短線創高容易遇拉回。


即時的分析和佈局機會，歡迎加入 LINE 接收最新分享。


接收個股分析、免費盤前稿、和盤後分享，請加入 line 粉絲團成為好友。


台股鈔能力 - 陳冠廷分析師


https://lin.ee/6rOzncL


更完整分析歡迎收看 12/9 盤後節目




 






來源: 摩爾投顧 - 陳冠廷分析師


本公司所推薦分析之個別有價證券 無不當之財務利益關係 以往之績效不保證未來獲利 投資人應獨立判斷 審慎評估並自負投資風險",2024-12-10 07:54:44,33821,無摘要,美中對抗，網通迎轉單+寬頻大基建題材，網通概念股如何選擇？,"['趨勢分析', '陳冠廷', '智邦', '光聖', '星通', '湧德', '昇達科', '網通大基建', '摩爾投顧']","['智邦', '光聖', '星通', '湧德', '昇達科']",7dffd4df-c95e-4132-abbd-a5d7c011346b
"本次公布11月營收一覽
截至台北時間2024年12月10日07:55，彙整前一日公布11月營收的大型公司(資本額>=50億)，共計133家。下方分別以公布當日的年增率及月增率做前三名排行:
本次公布營收年增率前3名成長排行
 
 
 
公司名稱
 
月營收
 
YoY
 
 
 
 
 
神達
-電腦及週邊設備業
 
78.91億
 
201.2%
 
 
 
中信金
-金融保險業
 
163.79億
 
101.0%
 
 
 
陽明
-航運業
 
174.78億
 
60.1%
 
 
本次公布營收月增率前3名成長排行
 
 
 
公司名稱
 
月營收
 
MoM
 
 
 
 
 
太子
-建材營造業
 
9.35億
 
77.4%
 
 
 
東聯
-化學工業
 
19.63億
 
31.1%
 
 
 
日勝生
-建材營造業
 
6.62億
 
27.7%
 
 
11月已公布營收一覽
截至目前，已公布11月營收報告（資本額>=50億）的家數累計達133家。其中營收年增大於 25％有17家，年增小於-20％有14家。
11月營收年增分布表現
 
 
 
資本額規模
 
YoY 表現
 
家數
 
 
 
 
 
大於50億
 
>= +25%
 
17家
 
 
 
大於50億
 
>= 0%
 
58家
 
 
 
大於50億
 
< 0%
 
44家
 
 
 
大於50億
 
<= -20%
 
14家
 
 
11月營收年增率前5名成長排行
 
 
 
公司名稱
 
月營收
 
YoY
 
 
 
 
 
鴻準
-其他電子業
 
114.52億
 
223.2%
 
 
 
神達
-電腦及週邊設備業
 
78.91億
 
201.2%
 
 
 
中信金
-金融保險業
 
163.79億
 
101.0%
 
 
 
智邦
-通信網路業
 
125.49億
 
83.2%
 
 
 
元太
-光電業
 
30.51億
 
69.9%
 
 
11月營收月增率前5名成長排行
 
 
 
公司名稱
 
月營收
 
MoM
 
 
 
 
 
太子
-建材營造業
 
9.35億
 
77.4%
 
 
 
京城銀
-金融保險業
 
9.85億
 
75.9%
 
 
 
鴻準
-其他電子業
 
114.52億
 
74.3%
 
 
 
宏達電
-通信網路業
 
3.27億
 
46.2%
 
 
 
達運
-光電業
 
16.03億
 
35.4%
 
 
註：數據僅供參考，不作為投資建議。",2024-12-10 07:55:23,33820,11月台股營收公布，2024年12月針對大型公司前一日公布66家營收。截至目前11月營收公布共計133家，其中營收年增大於+25％有17家，年增小於-20％有14家。| Anue鉅亨- 台股營收,營收速報 - 2024年12月10日台股大型公司11月營收一覽（新增66家）,"['台股', '營收速報', '台股營收', '11月營收', '其他電子業', '鴻準', '電腦及週邊設備業', '神達']","['神達', '中信金', '陽明', '太子', '東聯', '日勝生', '鴻準', '智邦', '元太', '京城銀', '宏達電', '達運']",ad214e98-cae8-44f9-9d4b-b4a44aede9ea
"本次公布11月營收一覽
截至台北時間2024年12月10日07:55，彙整前一日公布11月營收的中小型公司(資本額<50億)，共計1226家。下方分別以公布當日的年增率及月增率做前三名排行:
本次公布營收年增率前3名成長排行
 
 
 
公司名稱
 
月營收
 
YoY
 
 
 
 
 
富華新
-建材營造業
 
47.87億
 
59769.7%
 
 
 
晶彩科
-光電業
 
6,467萬
 
2180.2%
 
 
 
矽統
-半導體業
 
2.02億
 
1584.4%
 
 
本次公布營收月增率前3名成長排行
 
 
 
公司名稱
 
月營收
 
MoM
 
 
 
 
 
昇益
-建材營造業
 
22.38億
 
1196497.3%
 
 
 
順藥
-生技醫療業
 
417萬
 
10317.5%
 
 
 
晶彩科
-光電業
 
6,467萬
 
3826.4%
 
 
11月已公布營收一覽
截至目前，已公布11月營收報告（資本額<50億）的家數累計達1226家。其中營收年增大於 25％有311家，年增小於-20％有184家。
 
11月營收年增分布表現
 
 
 
 
資本額規模
 
YoY 表現
 
家數
 
 
 
 
 
介於10～50億
 
>= +25%
 
115家
 
 
 
介於10～50億
 
>= 0%
 
177家
 
 
 
介於10～50億
 
< 0%
 
117家
 
 
 
介於10～50億
 
<= -20%
 
116家
 
 
 
 
 
 
 
資本額規模
 
YoY 表現
 
家數
 
 
 
 
 
小於10億
 
>= +25%
 
196家
 
 
 
小於10億
 
>= 0%
 
263家
 
 
 
小於10億
 
< 0%
 
173家
 
 
 
小於10億
 
<= -20%
 
116家
 
 
 
11月營收年增率前5名成長排行
 
 
 
公司名稱
 
月營收
 
YoY
 
 
 
 
 
富華新
-建材營造業
 
47.87億
 
59769.7%
 
 
 
康霈*
-生技醫療業
 
936萬
 
7768.1%
 
 
 
晶彩科
-光電業
 
6,467萬
 
2180.2%
 
 
 
欣巴巴
-建材營造業
 
4.62億
 
1686.4%
 
 
 
矽統
-半導體業
 
2.02億
 
1584.4%
 
 
11月營收月增率前5名成長排行
 
 
 
公司名稱
 
月營收
 
MoM
 
 
 
 
 
昇益
-建材營造業
 
22.38億
 
1196497.3%
 
 
 
順藥
-生技醫療業
 
417萬
 
10317.5%
 
 
 
晶彩科
-光電業
 
6,467萬
 
3826.4%
 
 
 
新穎生醫
-生技醫療業
 
963萬
 
3675.7%
 
 
 
老爺知
-觀光餐旅
 
2,385萬
 
2922.7%
 
 
註：數據僅供參考，不作為投資建議。",2024-12-10 07:55:36,33819,11月台股營收公布，2024年12月針對中小型公司前一日公布637家營收。截至目前11月營收公布共計1226家，其中營收年增大於+25％有311家，年增小於-20％有184家。| Anue鉅亨 - 台股營收,營收速報 - 2024年12月10日台股中小型公司11月營收一覽（新增637家）,"['台股', '營收速報', '台股營收', '11月營收', '建材營造業', '富華新', '建材營造業', '富華新']","['總太', '晶彩科', '矽統', '昇益', '順藥', '康霈*', '欣巴巴', '老爺知', '新穎生醫']",059bf150-1c76-4fce-ae65-c3985997e3ba
"根據FactSet最新調查，共15位分析師，對華碩(2357-TW)做出2024年EPS預估：中位數由48.26元上修至48.54元，其中最高估值51.04元，最低估值42.53元，預估目標價為735元。
市場預估EPS
預估值
2024年(前值)
2025年
2026年
最高值
51.04(51.04)
52.3
62.14
最低值
42.53(42.53)
42.5
44.65
平均值
48.49(48.42)
47.82
54.93
中位數
48.54(48.26)
47.73
54.85
市場預估營收
預估值
(單位：新台幣千元)
2024年
2025年
2026年
最高值
590,348,000
717,941,700
842,788,000
最低值
546,467,870
634,814,130
678,488,000
平均值
577,900,680
664,988,510
747,999,820
中位數
587,779,010
663,628,500
713,001,990
歷史獲利表現
項目
2023年
2022年
2021年
2020年
EPS
21.44
19.78
59.98
35.76
營業收入
(單位：新台幣千元)
482,314,429
537,191,932
535,238,735
412,780,439
詳細資訊請看台股內頁：
https://www.cnyes.com/twstock/2357/financials/ratios
資料來源：Factset，數據僅供參考，不作為投資建議。",2024-12-10 08:10:23,33818,FactSet 最新調查：華碩(2357-TW)EPS預估上修，預估EPS、預估營收、目標價、歷史獲利表現、即時新聞資訊。,鉅亨速報 - Factset 最新調查：華碩(2357-TW)EPS預估上修至48.54元，預估目標價為735元,"['台股', '市場預估', 'eps']",['華碩'],2ef96e6b-bd7f-4127-b5d3-c5202b34f6c3
"根據FactSet最新調查，共8位分析師，對富世達(6805-TW)做出2024年EPS預估：中位數由18.71元上修至18.99元，其中最高估值20.01元，最低估值17元，預估目標價為1225元。
市場預估EPS
預估值
2024年(前值)
2025年
2026年
最高值
20.01(19.35)
44.83
63.24
最低值
17(17)
24.31
28.63
平均值
18.53(18.27)
36.44
51.23
中位數
18.99(18.71)
37.27
56.98
市場預估營收
預估值
(單位：新台幣千元)
2024年
2025年
2026年
最高值
8,497,000
20,328,970
26,506,340
最低值
8,183,000
9,626,000
10,738,000
平均值
8,344,750
14,205,870
18,423,060
中位數
8,361,000
14,278,500
18,708,500
歷史獲利表現
項目
2023年
2022年
2021年
2020年
EPS
10.18
9.33
9.29
6.25
營業收入
(單位：新台幣千元)
5,643,893
5,013,879
5,020,326
2,223,219
詳細資訊請看台股內頁：
https://www.cnyes.com/twstock/6805/financials/ratios
資料來源：Factset，數據僅供參考，不作為投資建議。",2024-12-10 08:10:25,33817,FactSet 最新調查：富世達(6805-TW)EPS預估上修，預估EPS、預估營收、目標價、歷史獲利表現、即時新聞資訊。,鉅亨速報 - Factset 最新調查：富世達(6805-TW)EPS預估上修至18.99元，預估目標價為1225元,"['台股', '市場預估', 'eps']",['富世達'],02cc406d-ba76-4f7d-98de-5c57212e0424
"根據FactSet最新調查，共9位分析師，對南電(8046-TW)做出2024年EPS預估：中位數由0.87元下修至0.65元，其中最高估值2.83元，最低估值-0.11元，預估目標價為115元。
市場預估EPS
預估值
2024年(前值)
2025年
2026年
最高值
2.83(2.83)
8.82
13.05
最低值
-0.11(-0.11)
3.1
5.05
平均值
1.05(1.09)
6.12
9.25
中位數
0.65(0.87)
6.02
9.77
市場預估營收
預估值
(單位：新台幣千元)
2024年
2025年
2026年
最高值
35,031,000
46,358,000
56,222,550
最低值
32,238,000
37,271,000
43,002,130
平均值
33,262,380
41,440,040
49,288,720
中位數
32,590,900
41,118,000
49,110,500
歷史獲利表現
項目
2023年
2022年
2021年
2020年
EPS
9
30.05
16.38
5.67
營業收入
(單位：新台幣千元)
42,252,578
64,646,836
52,228,457
38,512,743
詳細資訊請看台股內頁：
https://www.cnyes.com/twstock/8046/financials/ratios
資料來源：Factset，數據僅供參考，不作為投資建議。",2024-12-10 08:10:28,33816,FactSet 最新調查：南電(8046-TW)EPS預估下修，預估EPS、預估營收、目標價、歷史獲利表現、即時新聞資訊。,鉅亨速報 - Factset 最新調查：南電(8046-TW)EPS預估下修至0.65元，預估目標價為115元,"['台股', '市場預估', 'eps']",['南電'],77b7be3b-ae59-4d0b-9e0d-777e8e145f86
"根據FactSet最新調查，共15位分析師，對緯創(3231-TW)做出2024年EPS預估：中位數由6.24元下修至6.17元，其中最高估值6.96元，最低估值5.8元，預估目標價為152元。
市場預估EPS
預估值
2024年(前值)
2025年
2026年
最高值
6.96(6.96)
10.98
11.7
最低值
5.8(5.8)
7.64
8.21
平均值
6.31(6.32)
8.61
10.07
中位數
6.17(6.24)
8.55
9.94
市場預估營收
預估值
(單位：新台幣千元)
2024年
2025年
2026年
最高值
1,050,898,000
1,830,093,000
2,033,669,000
最低值
1,003,107,000
1,215,701,510
1,310,743,000
平均值
1,037,459,200
1,318,612,290
1,509,880,790
中位數
1,040,196,890
1,277,600,000
1,478,911,220
歷史獲利表現
項目
2023年
2022年
2021年
2020年
EPS
4.08
4.01
3.76
3.1
營業收入
(單位：新台幣千元)
867,057,007
984,619,156
862,082,848
845,011,844
詳細資訊請看台股內頁：
https://www.cnyes.com/twstock/3231/financials/ratios
資料來源：Factset，數據僅供參考，不作為投資建議。",2024-12-10 08:10:30,33815,FactSet 最新調查：緯創(3231-TW)EPS預估下修，預估EPS、預估營收、目標價、歷史獲利表現、即時新聞資訊。,鉅亨速報 - Factset 最新調查：緯創(3231-TW)EPS預估下修至6.17元，預估目標價為152元,"['台股', '市場預估', 'eps']",['緯創'],f7fe35a2-aa63-4107-a974-3f46c8e8a65d
"根據FactSet最新調查，共16位分析師，對矽力-KY(6415-TW)做出2024年EPS預估：中位數由6.19元下修至6.15元，其中最高估值7.13元，最低估值5.53元，預估目標價為500元。
市場預估EPS
預估值
2024年(前值)
2025年
2026年
2027年
最高值
7.13(7.13)
15.09
23.19
20.22
最低值
5.53(5.53)
8.45
15.29
20.22
平均值
6.16(6.18)
12.63
18.9
20.22
中位數
6.15(6.19)
12.87
18.35
20.22
市場預估營收
預估值
(單位：新台幣千元)
2024年
2025年
2026年
2027年
最高值
18,905,000
25,485,000
32,055,470
34,542,030
最低值
18,293,250
21,767,000
26,531,000
34,542,030
平均值
18,617,470
23,475,450
29,012,400
34,542,030
中位數
18,713,370
23,711,690
28,585,350
34,542,030
歷史獲利表現
項目
2023年
2022年
2021年
2020年
EPS
1.96
15.95
61.51
35.72
營業收入
(單位：新台幣千元)
15,427,335
23,511,086
21,506,066
13,876,445
詳細資訊請看台股內頁：
https://www.cnyes.com/twstock/6415/financials/ratios
資料來源：Factset，數據僅供參考，不作為投資建議。",2024-12-10 08:10:32,33814,FactSet 最新調查：矽力-KY(6415-TW)EPS預估下修，預估EPS、預估營收、目標價、歷史獲利表現、即時新聞資訊。,鉅亨速報 - Factset 最新調查：矽力-KY(6415-TW)EPS預估下修至6.15元，預估目標價為500元,"['台股', '市場預估', 'eps']",['矽力-KY'],b2adb249-7d11-4984-9229-01a77f2a1e7e
