title,keywords,content,publish_at,id,summary,related_stocks,uuid
脆皮泡芙日賣5萬顆！全家甜點苦熬20年，年虧千萬差點收掉工廠，如今挑戰10億年收...谷底翻身關鍵？,"['今周刊', '超商', '全家', '甜點', '全聯']","撰文 ‧ 陳葦庭


全台甜點產值約 150 億，全家 20 年前就有甜點產品，是唯一擁有自營產線的零售通路，後進者全聯則是在短短 6 年賣出百億元甜點，看它們如何各自布局甜點市場版圖。


6 百億，這是經濟部統計處調查國內烘焙市場的年產值。其中，甜點就占了 150 億元。


甜蜜商機所在，除了街頭巷尾的獨立甜點店、連鎖咖啡品牌，知名零售通路新舊玩家也都積極搶進。


以台灣超商二哥全家便利商店為例，2022 年，甜點業績就增加四成，是鮮食類中成長幅度最高的品類，法人預估，全家甜點 2024 年全年營收有機會挑戰 10 億元；而超市龍頭全聯旗下自有甜點品牌 We Sweet，6 年來更累積了近 140 億元營收，讓不少傳統烘焙業者備感壓力。


「零售通路的加入，確實對甜點業造成不小衝擊。」一位不具名烘焙業者坦言，甜點從餡料到造型工序都繁複，要花費許多時間跟人力，相對於麵包，更難以複製和規模化，因此一直以來都是麵包店、咖啡店和獨立小店的天下。


但，一場疫情卻改變民眾習慣，新鮮現做、精緻造型不再是消費者選購甜點的第一考量，快速、方便、價格合理對想解饞的客人來說更重要，挾著廣大通路優勢的零售業者便趁勢崛起。


只是，有別於飯糰、便當等針對三餐需求設計的鮮食類型，甜點對多數人而言，僅僅是苦悶生活中的療癒片刻，零售通路如何提高民眾的消費頻次，甚至讓在疫情之後還願意持續買單，把甜點市場這塊餅愈做愈大？


唯一自建工廠的零售通路  被超商耽誤的甜點店


全家靠超商咖啡助攻  賠錢貨變小金雞


「我們這個檸檬塔幾乎是零負評，還有這個千層蛋糕，網友都說是 Lady M 平替版（指紐約人氣蛋糕店產品平價版本），真的是很好吃。」站在今年新推出的自有甜點品牌「minimore」的蛋糕櫃前，全家商品本部副本部長黃正田自豪地介紹著自家的長銷商品。


儘管今年才推出自有甜點品牌，其實早在 20 年前，全家就推出甜點產品並自設產線，是全台最早、也是目前唯一擁有自營甜點工廠的零售通路業者。


《今周刊》團隊走進位在桃園大溪的全家甜點工廠，早上 7 點，正是工廠作業人員忙碌的時段，只見有人負責把卡士達醬擠進泡芙中，另一頭的作業員則忙著製作檸檬塔外皮，準備趕著在中午前把剛出爐的甜點送上物流車，配送到全台 4200 多家門市。


根據全家資料，平均每個甜點產線都有 10 到 15 位工作人員，花費人力是一般鮮食的兩倍以上。


很難想像，這個被台灣網友譽為「被超商耽誤的甜點店」，年營收要挑戰 10 億元的全家甜點，竟曾是鮮食部門裡的賠錢貨。全家是如何苦熬 20 年，讓甜點從賠錢貨變成小金雞？




來源：《今周刊》 第 1402 期

更多精彩內容請至
《今周刊》


本文授權自今周刊，
原文見此
。


延伸閱讀：


怎樣的孩子長大以後更會賺錢？追蹤 745 名小學生 50 歲時收入：「和媽媽頂嘴」成貧富關鍵指標


1277 萬卡友注意了！中信銀加入「清卡隊伍」：刷卡次數「沒達標」就停卡　實施時間、權益變動一次看",2023-11-05 09:00:18,17031,全台甜點產值約 150 億，全家 20 年前就有甜點產品，是唯一擁有自營產線的零售通路，後進者全聯則是在短短 6 年賣出百億元甜點，看它們如何各自布局甜點市場版圖。,[],d250b581-d5c9-430d-bb0d-6e991a5b8e59
大立光10月營收63.26億元 月增13%創47個月新高,"['大立光', '營收', '蘋果', 'EPS']","光學元件股王大立光 (3008-TW) 今 (5) 日公布 10 月營收 63.26 億元，創 47 個月來新高，隨著 11 月拉貨動能將高於 10 月，大立光前 11 月累計營收可望轉爲正成長。


大立光 10 月營收 63.26 億元，月增 13.53%，年增 22.29%，前 10 月營收 372.86 億元，年減 3.05%。同時，在第四季營運規模提升下，單位成本下降，可望進一步提升獲利。


以大立光 10 月出貨產品結構來看，以 1000 萬畫素產品為多數，1000 萬畫素以上鏡頭占比 50-60%，800 萬畫素鏡頭產品占比 0-10%，2000 萬畫素以上產品占比爲 20-30%，低於 500 萬畫素產品為 10-20%。


大立光第三季營收 136.29 億元，毛利率 42.56%，季減 6.3 個百分點，年減 11.19 個百分點，稅後純益 59.53 億元，季增 61.05%，年減 26.9%，每股純益 44.6 元。


大立光前三季營收 309.59 億元，毛利率 46.35%，年減 7.89 個百分點，前三季稅後純益 129.37 億元，年減 30.44%，每股純益爲 96.93 元。


大立光 11 月 3 日收盤價報 2100 元，較前一日上漲 25 元或 1.2%，成交量放大爲 593 張。",2023-11-05 09:02:02,17030,光學元件股王大立光 (3008-TW) 今 (5) 日公布 2023 年 10 月營收以 63.26 億元創 47 個月來新高，而 11 月拉貨動能也將高於 10 月，預計到今年 11 月，大立光的累計營收可望轉爲正成長。,['大立光'],08e98f65-a6b9-4357-8c20-cc03de1317e5
PA三雄 穩懋 宏捷科 全新營收止穩 砷化鎵族群AI時代應用大,"['趨勢分析', '亨達投顧', '陳智霖', '趨勢分析', 'PA', '穩懋', '宏捷科', '全新', 'AI', '雲端服務', '光通訊', '砷化鎵', '5G', '聯發科', '高通', '半導體', 'LED', '高速傳輸', '華為', 'AI伺服器', '蘋果', 'Wi-Fi']","〈AI 時代加速手機換機潮，砷化鎵將跟著受惠〉


2024 年是生成式 AI 元年，將有三個條件支撐砷化鎵產業谷底回升，第一為 AI 應用首重算力讓高速傳輸需求將與日俱增，雲端服務大廠為支應更大頻寬需求，紛紛開始升級資料中心規格，AI 將帶動光通訊模組需求增溫，砷化鎵族群將同步受惠。


第二為 AI 浪潮也會加速全球 5G 手機滲透率，目前 5G 滲透率仍還相對低，台灣在 2022 年的 5G 滲透率僅 35.31%，評估 5G 滲透率將會持續拉高，且因為 5G 功率放大器比 4G 晶片消耗面積高出 3 成，有助推升砷化鎵產業未來營收，第三則是而手機晶片大廠聯發科 (2454-TW) ，高通 (QCOM-US) 也表示看好 AI 功能導入手機之後將加速換機的週期，因此砷化鎵產業評估將走出谷底。


〈砷化鎵的特性與應用〉


砷化鎵 (GsAs) 族群營收表現亮眼，PA(功率放大器) 三雄股價走勢相對大盤強勢。砷化鎵是鎵和砷兩種元素所合成的化合物，也是第二代半導體原料，目前最新的半導體已經發展到第三代，但因為主要原料化學特性之差異，各有最適合的應用領域，並不存在很大的排擠效應。


砷化鎵具有低耗損、抗輻射、高導熱、發光效率也很高，主要被應用在高功率傳輸、LED 發光體領域等。砷化鎵也是智慧手機零組件中，功率放大器 PA 的基石。PA 將訊號放大後並推出，使訊號透過天線可傳送更遠的距離。PA 廣泛用於通訊器材如平板電腦、智慧型手機，是行動裝置發射端上不可或缺的關鍵元件。砷化鎵的高頻、低雜訊與低耗電等特性，除了應用在手機與光通訊外，長期以來更被視為太空科技中無線領域應用首選。


〈下載陳智霖分析師 APP 獲得更即時資訊 ，完成註冊獎勵金最高 6000 元 〉


陳智霖老師的直播節目及 APP 的獨家廣播都會針對國際總經還有重要財經事件即時追蹤分析，同時提供產業趨勢方向，只要 APP 完成註冊驗證者都可獲得獎勵金 (最高回饋 6000 元)，邀請您可以立即點選下方連結免費下載陳智霖分析師 App，下載連結: 
https://hantec.liveinapp.com/jhih-lin-app-link


〈砷化鎵相關概念股〉


全新 (2455-TW) 是砷化鎵上游磊晶廠，資料中心傳輸應用的產品面廣，涵蓋 100G、200G、400G、800G 產品，800G 接收端產品獨家供應美系大廠，同時也供應台灣砷化鎵晶圓代工廠，預估 2024 年資料中心相關應用營收，將成長 2 至 3 倍，明年營運成長動能可期。9 月營收 2.86 億元，月增 11.58%，年增 81.33%，創近 20 個月來新高，營收止穩，股價相對大盤強勢。


穩懋 (3105-TW) 是砷化鎵晶圓代工龍頭，智慧型手機 PA 客戶庫存回到正常水位，且華為等中國高階新機上市後熱銷，推升穩懋第 3 季與第 4 季營收，穩懋早就以光通訊傳輸做為最主要開發目標，與客戶共同開發，將有機會搶搭 AI 伺服器的光通訊佈局。第 3 季單季稅後純益 3,400 萬元，每股純益 0.08 元，順利轉虧為盈，並終止連三季虧損，預估第 4 季手機與通訊基建產品可望優於上季，營收也可望持盈成長，產能利用率有機會持續拉升，讓毛利率優於上季。


宏捷科 (8086-TW) 是全球第 2 大砷化鎵晶片生產廠商，隨著庫存調整告一段落，加上蘋果 (AAPL-US) 與非蘋陣營相繼推出新機，手機 PA 拉貨需求強勁，加上 WiFi 業務穩定，目前第 4 季接單需求持續熱絡，出貨動能將持續。9 月營收 2.87 億元，月增 7.94%，年增 53.79%，創 19 個月新高，產業最壞情況已過，營運動能明顯復甦，10 月營收 3.26 億元，年增 164.7%，月增 13.59%。


最新影音 (請點影音上方標題至 Youtube 收視品質會更佳)




才剛剛接觸陳智霖分析師的新朋友，建議您現在立即點選紫色圖片下載安裝陳智霖分析師 APP，老師有提供 APP 新註冊用戶免費體驗午報導航及互動教學會員影音的活動，歡迎您透過體驗來了解陳智霖老師如何選股以及盤中的會員服務，午報導航體驗都是限時限額開放，千萬不要浪費了您可以免費體驗的權益喔。


點擊紫色圖免費下載註冊〈陳智霖分析師 APP〉獎勵金回饋立即領




錢進熱線 02-2653-8299, 立即邁向系統依據的股票操作。


文章來源：陳智霖分析師 / 亨達投顧


本公司所推薦分析之個別有價證券 無不當之財務利益關係 以往之績效不保證未來獲利 投資人應獨立判斷 審慎評估並自負投資風險",2023-11-05 09:10:03,17029,無摘要,"['聯發科', '全新', '穩懋', '宏捷科', '高通', '蘋果']",0c30cc7c-a737-416a-9b25-80054f0c5ffc
「新藥研發」讓投資者卻步，5年前遇資金困境…台寶放手一搏拚轉型，搶下哈佛獨家技轉，貢獻100％營收,"['今周刊', '新藥', '台寶生醫']","撰文 ‧ 譚偉晟


曾經以新藥研發為主軸，卻一度面臨資金斷炊危機。為此，台寶生醫決定放手一搏，力拚轉型。鎖定代工生產的第二發展路線，台寶如何打造出具有競爭力的產線，吸引國際客戶合作？


今年 9 月，台寶生醫宣布自哈佛大學取得獨家技轉，將與免疫療法權威、哈佛教授夏普（Arlene Sharpe）合作，開發自體免疫疾病的標靶細胞治療平台。這讓台寶成為哈佛在醫學技轉領域，少有的台灣夥伴。


雙方的合作，是基於哈佛的免疫查核點技術，應用在台寶的細胞委託開發暨製造服務（CDMO），藉此打造猶如標靶藥物的細胞藥。「夏普教授在免疫查核點的細胞治療，只有跟我們合作。」台寶營運長楊鈞堯說的，是哈佛這項技術在非癌症的應用，與台寶獨家合作的關係。


免疫查核點：為免疫系統中 T 細胞表面上的蛋白質，作用類似於汽車的煞車，可以用來調控自身免疫反應。


低估研發難度  曾陷資金危機


如今能與哈佛攜手開發新型細胞藥物，台寶憑藉的是公司發展策略的徹底轉換。2014 年成立的台寶，最初和多數台灣生技公司一樣，是將醫院的學術研究成果，轉換為創業題目。


而台寶的起點，是從時任榮民總醫院醫師的洪士杰所研發的幹細胞治療技術。「到了 2018 年，那時候資金不足，只能再維持半年。」台寶總經理陳宏賓表示，新藥研發所需的資金，遠超乎創始團隊想像。為了生存，台寶向外籌資，但「新藥研發」四字，卻讓多數投資者卻步。


2018 年，陳宏賓加入台寶，公司先以減資再增資的方式，引進福又達投資。接著在 2020 年，台寶購入高端的細胞工廠，讓楊鈞堯開始與台寶接觸。


原本在福又達擔任專案經理，協助高端疫苗在新竹建立細胞工廠的楊鈞堯，在 2021 年底受邀加入台寶。「我以前在英國，是在牛津大學的技轉辦公室工作。」楊鈞堯說明在牛津的工作，一部分是將研究成果，轉換成藥物產品，另一部分則是創投，評估有潛力的新創公司。


過去的經歷，讓楊鈞堯深知投資者對商業模式的看重。「我們先跟創始團隊溝通，看商業模式有什麼問題。」楊鈞堯指出，當時台寶的臨床試驗項目，「在國外都已經有人做過。」要持續發展，就要找出競爭優勢。


「台寶的創始技術，可以讓幹細胞產量拉到很大。」楊鈞堯指出，包含細胞的存活率、細胞純度、細胞功能性等指標，台寶都能領先業界，「整體良率好一倍以上，我就跟創始團隊說，往量產平台（CDMO）發展。」


但想做 CDMO，最重要的是得找到客戶。當時，《特管法》延伸的細胞生產需求浮現，擁有細胞 GMP 生產廠的台寶，便先從台灣找客戶。


此外，楊鈞堯也開始思考平台「加值」的方式，2021 年，找上了美國加州大學戴維斯分校。「加州大學透過基因修飾方式，增加細胞功能。」楊鈞堯想的，是在台寶高良率的 CDMO 服務上，進一步提升細胞功能性，「細胞藥物的效果就會增強。」




來源：《今周刊》 第 1402 期

更多精彩內容請至
《今周刊》


本文授權自今周刊，
原文見此
。


延伸閱讀：


1277 萬卡友注意了！中信銀加入「清卡隊伍」：刷卡次數「沒達標」就停卡　實施時間、權益變動一次看


68 歲奶奶擁 3 棟房、3 千萬退休金嘆「2 個兒子 6 個孫子，沒人來看我」：繼承遺產新招重享天倫樂",2023-11-05 09:20:03,17028,曾經以新藥研發為主軸，卻一度面臨資金斷炊危機。為此，台寶生醫決定放手一搏，力拚轉型。鎖定代工生產的第二發展路線，台寶如何打造出具有競爭力的產線，吸引國際客戶合作？,[],59c518fe-dac9-44fc-be3a-912acded634d
〈台股風向球〉聯準會決策有助壓抑空頭 等待量能放大助攻,"['聯準會', '美股', '台股', '風向球', '升息', '利率', '台幣']","在美國聯準會 (Fed) 決議暫不升息後，美股反彈，台股加權指數上周也彈升 373 點，連破月線、季線反壓，並終結周線連 2 黑，不過，法人提醒，由於量能未跟上，顯示市場信心並未完全恢復，若接下來各大上市櫃公司密集繳出的第三季財報表現佳，有助強化多頭氣焰，而基本面仍將使個股走勢分歧。


上周外資在集中市場雖呈連 3 賣，但賣超金額僅 51 億元，投信則是連 14 買，台股交易員提到，隨著 Fed 鷹派態度緩和，有利美股偏多整理，並促使國際資金回流。


外資上周買超金額前 10 大標的有聯詠 (3034-TW) 達 45 億元、愛普 *(6531-TW) 逾 30 億元、聯發科 (2454-TW)25 億元，廣達 (2382-TW)22 億元，穩懋 (3105-TW)、威盛 (2388-TW) 均逾 17 億元，技嘉 (2376-TW) 和川湖 (2059-TW) 也達 13 億元上。


台股交易員認為，正值第三季財報密集公布期，個股間的走勢仍將分歧，不過，由於新台幣並未再探低、多頭氛圍轉強，再加上隨著年底總統大選逐漸接近，行情有望漸升溫，而量先價行。


永豐投顧指出，經過 10 月下旬幾次大跌，市場信心薄弱，須留意美股未完成打底，本周還有變數，不如靜觀其變，等待股價形成明確方向再介入。


本周重要法說包括有聯詠、世界 (5347-TW)、環球晶 (6488-TW)、緯穎 (6669-TW)、群聯 (8299-TW)、力智 (6719-TW)、儒鴻 (1476-TW)、台灣大 (3045-TW)、瑞鼎 (3592-TW)、中租 - KY(5871-TW)、M31(6643-TW)、可成 (2474-TW) 等。


永豐投顧進一步說明，加權指數在萬六關卡止跌，短線空方攻勢告一段落，不過，成交量並未跟上，11/1、11/2 兩個交易日的成交量均不到 2700 億元，低於 10 月中前的平均水準，再加上季線下彎走勢依舊，提醒投資人，若美股沒有突破性表現，台股還是中性看待。",2023-11-05 12:20:43,17027,〈台股風向球〉聯準會決策有助壓抑空頭 等待量能放大助攻,"['世界', '愛普', '聯發科', '廣達', '穩懋', '威盛', '技嘉', '川湖', '環球晶', '瑞鼎', '緯穎', '群聯', '力智', '儒鴻', '台灣大', '中租-KY', 'M31', '聯詠', '可成', '瑞鼎']",f8b1feb7-9d36-45f6-b851-37b4d0c26dd1
台股周線翻紅 投信看好需求回穩挹注多頭動能,"['台股', '殖利率', '半導體']","美債殖利率回落激勵股市多頭動能，台股周線翻紅，投信認為，在智慧型手機、PC 需求回穩下，有利台股重拾成長動能，預期加權指數有望呈現震盪向上走勢。


從籌碼面來看，三大法人連續三週僅有投信買超，外資與自營商再度站在賣方，但外資本周賣超金額縮小至 48.12 億元，自營商減碼金額也降至 51.90 億元，投信則回補 171.46 億元，三大法人單週合計買超 71.45 億元。


PGIM 保德信高成長基金經理人孫傳恕表示，全球股市 10 月走跌，主要受美債利率持續衝高影響，而本次聯準會的中性發言，降低市場對於升息預期心理；而美債利率也出現回檔，帶動美股、台股等股市大舉反彈。


從產業面來看，晶圓龍頭大廠近期法說釋出供應鏈調整已經非常接近底部的訊息，且近期智慧手機及 PC 相關需求回歸正常，有利於台股重拾成長動能，預料將呈現震盪向上。


安聯投信台股團隊表示，目前而言，市場大致上還是處在期待更多數據驗證、好消息、觀察終端需求改善程度，以及能見度有望更為明朗的明年第 1 季展望等產業資訊。


日盛上選基金研究團隊表示，美國聯準會將聯邦基金利率目標區間維持不變，符合市場預期，由於美國 10 年債殖利率降幅接近 20 個基點，短線股市風險降低。


但長期而言，如果 10 年債利率下滑太快，聯準會仍有再次升息的可能性，後續可持續追蹤，近期國際市場已陸續反應利空消息，美股表現可望回穩，對台股後市相對正向。",2023-11-05 13:19:02,17026,美債殖利率回落激勵股市多頭動能，台股周線翻紅，投信認為，在智慧型手機、PC 需求回穩下，有利台股重拾成長動能，預期加權指數有望呈現震盪向上走勢。,[],8802f816-7d0b-42da-8046-95242e2ee3c1
鑽石投資結盟日本大和生技創投 促旗艦型投資案,"['鑽石', '創投', 'dci', '生技']","鑽石投資 (6901-TW) 與日本大和生技創投 (DCI Partners) 共同宣佈，雙方建立跨境投資合作，台日大型生技創投結盟，以促成生技醫療旗艦型投資案。


鑽石投資表示，與大和創投皆為大型生技創投，藉由建立策略聯盟，分享各自在台灣、日 本的生技投資資源，共同開發具國際市場潛力的投資項目，加速兩地生技技術、產品、市場的深度合作，促成跨境旗艦型投資案。


鑽石投資董事長路孔明表示，日本在新藥開發、細胞治療與再生醫療領域具全球優勢，台灣則擁有臨床醫學實力、技術創新能力與友善的生技資本市場環境。


路孔明說，未來在投資合作上， 雙方將透過專利、商業權利的授權交易、股權投資或併購模式，佈局細胞治療、核酸藥物、再生醫學等未來具高度市場需求與商業價值的關鍵領域，共同開發大型投資案。


大和生技創投社長 Mr. Hiroki Narita 表示，大和生技基金的投資策略，為促進台灣與日本之間 的合作，期待透過與鑽石投資的合作，活躍台日的創新能力，加速創造更多跨境投資機會並創造價值。


DCI Partners 株式會社是大和證券集團旗下投資機構，作為大和企業投資株式會社的全資子公司，專注於生技醫療領域的專業創投公司，此外，DCI Partners 管理日本國內最大規模的生技醫療基金，為產業未來發展的新創企業提供創投資金。",2023-11-05 14:00:03,17025,鑽石投資 (6901-TW) 與日本大和生技創投 (DCI Partners) 共同宣佈，雙方建立跨境投資合作，台日大型生技創投結盟，以促成生技醫療旗艦型投資案。,['鑽石生技'],b469699b-e990-40af-b3cf-9e64a662536a
台灣10月出口恐翻黑 財部估緩升格局不變,"['進出口', '電子零組件', '積體電路']","台灣 10 月出口可能再度翻黑，根據財政部預估，10 月出口值估約落在 387 億美元到 399 億美元，年減幅則在持平到衰退 3% 之間，但預期出口緩步回升格局態勢不變。


財政部 7 日即將公布 10 月進出口統計，根據財政部先前預估，10 月出口的年減幅可能在持平到衰退 3% 間擺盪，但整體而言不會改變出口緩步回升的格局。


在 AI 需、科技新品備貨效應挹注下，帶動 9 月出口值 388.1 億美元，較去 (2022) 年同期增加 3.4%，一甩連續 12 個月負成長陰霾，出現睽違已久的正成長。


對於 9 月出口轉正，財政部統計處分析，主要是受惠於 AI 應用熱絡、科技新品備貨效應，以及去年 9 月我外銷轉弱基期較低，使得 9 月出口出現睽違已久的正成長。


觀察主要出口貨類，主要由資通與視聽產品挑大樑，其中顯示卡、伺服器受惠於 AI 熱潮繼續水漲船高，帶動資通與視聽產品出口值 82.6 億美元，創歷年單月次高，年增幅達 59.8%，為近 14 年來最大增速。


至於電子零組件 9 月出口值 162.6 億美元、出口額創 11 個月來最佳；至於年減幅則為 4.3%，衰退幅度收斂至今年以來最小減幅；財政部分析，受惠於積體電路需求回溫，加上美國、東協拉貨擴增，讓電子零組件出口減幅收斂；綜整業者訊息，預期電子零組件出口值有望在 11 月由負轉正。


另外，化學品、礦產品 9 月出口也同步揮別負成長，分別較去年增加 10.3%、0.9%，其中化學品主要來自於血癌藥品輸美挹注，礦產品則因石化庫存回補所帶動。",2023-11-05 14:30:06,17024,台灣 10 月出口可能再度翻黑，根據財政部預估，10 月出口值估約落在 387 億美元到 399 億美元，年減幅則在持平到衰退 3% 之間，但預期出口緩步回升格局態勢不變。,[],0d3a211e-170c-4fe1-9812-4c649d1d70ab
建準液冷布局有斬獲 AI伺服器液冷散熱業績有望翻倍增,"['散熱', '風扇', '液冷', '伺服器', '建準']","散熱風扇廠建準 (2421-TW) 布局液冷散熱有斬獲，目前已有專案將進入量產，預計第四季開始業績會明顯跳升，其中，應用在 AI 伺服器液冷散熱業績將翻倍跳增。


隨著伺服器效能提升，散熱需求持續強勁並走向液冷時代。建準表示，無論是水對氣或是水對水，熱傳最後一關都需要風扇，因此在液冷時代，其風扇毛利比一般對轉風扇高。


再者，AI 所需要的散熱效能提升下，除了風扇尺寸變大外，還需要高功率的電子零組件來因應設備電壓升級，其材料用量、技術難度都是 3-5 倍成長。


建準看好，隨著 AI 伺服器對液冷散熱需求增加，目前已經有明確的專案將有望出貨，預計今年第四季到明年第二季業績會有明顯增加，加上 AI 伺服器水冷散熱基期低，業績有望翻倍增。


AI 伺服器營收占比變化方面，第一季不到 5%，第二季已攀升至 10%，第三季則提高至 10-15%，預期第四季有望再進一步攀升，整體成長動能將延續至明年。


展望明年，建準看好，伺服器出貨動能延續外，車用訂單能見度高，業績有望同樣翻倍增加，加上 NB 落底回升，樂觀看待明年營運表現，毛利率可望再成長。",2023-11-05 15:30:15,17023,散熱風扇廠 (2421-TW) 布局液冷散熱有斬獲，目前已有專案將進入量產，預計第四季開始業績會明顯跳升，其中，應用在 AI 伺服器液冷散熱業績將翻倍跳增。,['建準'],cfcec578-5525-4eab-9473-282c92c3b4ce
迅杰推類Chromebook IC 搶未來AI裝置,"['迅杰', 'AI', 'PC', 'Chromebook', 'EC']","AI 時代來臨，越來越多衍生新裝置即將問世，迅杰 (6243-TW) 近期規畫推出「Chromebook like」嵌入式控制器 (EC) 產品，搶進 Arm 架構處理器為核心的 AI 裝置，滿足未來 AI PC 與各裝置所需。


高通 (QCOM-US) 近日推出最新 PC 處理器 Snapdragon X Elite，宣示 Arm 架構的處理器效能超越 x86 架構，不少品牌廠都已採用，連輝達 (NVDA-US) 也有意進軍 Arm PC 市場，顯現未來 AI PC 時代中，Arm 架構處理器已成為關鍵核心。


迅杰看好，未來在 AI 驅動下，將催生更多 AI 邊緣裝置，並搭載 Arm 架構處理器，自家新推出的 Chromebook like EC 除了瞄準 Chromebook 外，也可滿足衍生的相關需求。


展望後市，迅杰第四季在 PC 需求持穩下，法人看好，營收可望維持年增，明年在整體景氣復甦、庫存去化至正常水位以及 PC 出貨量回升下，營運也正向看。


另外，迅杰是神盾 (6462-TW) 集團成員之一，除了有共同設計開案，也透過集團在晶圓採購的優勢，有助晶圓成本下降，目前已有兩顆新產品在新晶圓廠投片，預計明年在新品量產下，成本效益會逐步顯現。",2023-11-05 16:00:04,17022,AI 時代來臨，越來越多衍生新裝置即將問世，迅杰 (6243-TW) 近期規畫推出「Chromebook like」的嵌入式控制器 (EC) 產品，搶進 Arm 架構處理器為核心的 AI 裝置，滿足未來 AI PC 與各裝置所需。,"['迅杰', '神盾', '高通', '輝達']",6db8bf60-d6f1-4ba7-be05-e2e90eba5efe
