title,keywords,content,publish_at,id,summary,related_stocks,uuid
〈台股盤前要聞〉台積電3奈米良率領先、鴻海Q1業外大虧 今日必看財經新聞,"['台積電', '半導體', '鴻海', '夏普', '新光金', '金管會', '緯創', '廣達', '中裕', '矽力*-KY']","關注台股盤前要聞重點，台積電在技術論壇上表示，3 奈米良率很快可以跟 5 奈米一樣好，2 奈米量產時也會領先全世界；鴻海首季因認列轉投資夏普資產減損影響，導致業外大虧 201 億元。以下是今 (12) 日必看重要財經新聞。




台積電談競爭優勢 3 奈米良率領先業界 


近期韓媒報導，三星第二代 3 奈米製程技術大躍進，效能比目前的 4 奈米製程快超過 20%，不過，台積電 (2330-TW)(TSM-US) 昨 (11) 日在技術論壇上表示，在行動和高效運算應用驅動下，3 奈米將實現快速且順暢的產能提升，良率很快可以跟 5 奈米一樣好，2 奈米量產時也會領先全世界。
閱讀全文...


總裁魏哲家也說，有別於另外兩個競爭者，都有自己的產品，只有台積電能無私的與客戶合作，「trust(信任)」是台積電與客戶間的關鍵字。
閱讀全文...


鴻海認列夏普資產減損 Q1 業外虧 200 億元 不排除要求調整經營層


鴻海 (2317-TW) 首季因認列轉投資夏普資產減損影響，導致業外大虧 201 億元，拖累獲利表現，對此，鴻海表示，已經以大股東身分行文夏普，要求提出重大虧損說明，及因應改善方案，如果有必要，會要求調整管理團隊。
閱讀全文...


鴻海全年保守看業績估持平 毛利率維持去年水準


鴻海 (2317-TW) 昨 (11) 日召開法說會，展望全年，董事長劉揚偉表示，由於不確定因素還是很多、能見度仍不高，因此維持業績持平看法，但下修雲端網路產品展望，由成長降至持平。
閱讀全文...


針對法人關心的毛利率展望，董事長劉揚偉坦言，今年毛利率要維持去年水準會有很大挑戰，但持續透過發展新事業、優化 ICT 產品雙管齊下，2025 年毛利率 10% 目標還是不變。
閱讀全文...


新光金委託書大戰開打 金管會提三個第一、三不原則


新光金 (2888-TW) 將於 6 月 9 日股東會進行董事全面改選，市場改革派與公司派展開委託書徵求大戰，金管會主委黃天牧昨 (11) 日首度表達立場，若雙方各循著目前委託書制度去做，金管會沒有特別意見，但應把「保戶、存款人及投資大眾權益」放第一，不希望因此造成大量解約、提款的情況，金管會也提出「三不原則」，將密切緊盯新光金狀況。
閱讀全文...


中裕合併用藥一期臨床 9 月公布數據 最快明年下半年啟動授權


中裕 (4147-TW) 昨 (11) 日舉行股東會，針對旗下兩種單株抗體 TMB-365 與 TMB-380 合併用藥治療愛滋病臨床試驗進度，董事長張念原表示，預計 9 月公布此一期臨床試驗數據，明年下半年公布二期臨床數據後啟動授權。
閱讀全文...


代工廠 Q1 財報出爐 廣達純益季減 27% 相對穩健、緯創大減逾 9 成


廣達 (2382-TW) 第一季稅後純益 64.73 億元，季減 27.9%、年減 4.15%，每股純益 1.68 元，儘管獲利雙減，但毛利率表現優於前季及去年同期。
閱讀全文...


和碩第一季稅後純益 30.08 億元，季減 40.4%、年增 80.4%，每股純益 1.13 元，主要受惠第一季筆電出貨量回升，通訊設備銷售也優於去年同期。
閱讀全文...


緯創 (3231-TW) 第一季稅後純益 1.74 億元，季減 95.7%，並較去年同期虧轉盈，每股純益 0.06 元。
閱讀全文...


矽力 *-KY Q1 本業首度轉虧 EPS 仍達 0.57 元


PMIC 業者矽力 *-KY(6415-TW) 昨 (11) 日公布第一季財報，受產品價格下滑、認列庫存跌價損失等因素影響，毛利率跌破 5 成，降至 45%，營益率也轉負，寫下上市以來本業首次虧損，不過，在業外挹注下，稅後純益仍達 2.18 億元，季減 75.81%，年減 86.19%，每股稅後純益 0.57 元。
閱讀全文...",2023-05-12 05:10:04,10079,關注台股盤前要聞重點，台積電在技術論壇上表示，3 奈米良率很快可以跟 5 奈米一樣好，2 奈米量產時也會領先全世界；鴻海首季因認列轉投資夏普資產減損影響，導致業外大虧 201 億元。以下是今 (12) 日必看重要財經新聞,"['台積電', '鴻海', '新光金', '中裕', '廣達', '緯創', '矽力-KY', '台積電']",97e066e0-9691-4bd5-8d96-d31c996215e0
〈台股盤前〉台指期跌勢不止 短線慣性仍偏空,"['台積電', '鴻海', '台股', '外資', '權值股']","美國地區銀行危機不斷延燒，美股四大指數週四全面下挫，台指期夜盤也再度下跌 69 點，失守季線，法人指出，由於台股月季線已同步下彎，今 (12) 日恐再跌破 15500 點，短線偏空慣性未變，下檔支撐觀察 4 月 28 日跳空上漲缺口。


市場消息方面，台積電昨日舉行技術論壇，總裁魏哲家表示，在行動和高效運算應用驅動下，3 奈米將實現快速且順暢的產能提升，良率很快可以跟 5 奈米一樣好，2 奈米量產時也會領先全世界。


鴻海 (2317-TW) 昨日召開法說會，展望全年，董事長劉揚偉表示，由於不確定因素還是很多、能見度仍不高，因此維持業績持平看法，但下修雲端網路產品展望，由成長降至持平。


另外，隨著 PC、NB 需求近期回溫，高速傳輸介面 IC 廠祥碩 (5269-TW) 也看好，客戶今年重返 PC 主機板市場，市佔率較去年同期提升 10 個百分點，公司出貨也跟著增溫，預期第二季營收將優於第一季，且下半年隨著裝置端回溫、USB4 新品貢獻等，營運會再優於上半年。


廣達 (2382-TW) 也在昨日公布第一季財報，稅後純益 64.73 億元，季減 27.9%、年減 4.15%，每股純益 1.68 元，儘管獲利雙減，但毛利率表現優於前季及去年同期。",2023-05-12 08:24:52,10078,美國地區銀行危機不斷延燒，美股四大指數週四全面下挫，台指期夜盤也再度下跌 69 點，失守季線，法人指出，由於台股月季線已同步下彎，今 (12) 日恐再跌破 15500 點，短線偏空慣性未變，下檔支撐觀察 4 月 28 日跳空上漲缺口。,"['鴻海', '祥碩', '廣達']",d4022510-9d4c-490d-aff0-91355c93569f
【決勝關鍵】AI題材領漲美股，MSCI季度調整成分股出爐,"['趨勢分析', '決勝關鍵', '摩爾投顧', 'AI', 'MSCI', '台股']","美股四大指數周四多數下跌，中小銀行危機與衰退疑慮導致美股拉回。周四美股由道瓊指數 - 0.66% 領跌四大指數，迪士尼 - 8.73% 與英特爾 - 3.7% 領跌道瓊成分股。美股族群周四跌多漲少，金融、半導體、能源、房地產、工業與公用事業類股領跌，僅有通訊服務與非必須消費族群逆勢收漲。Google+4.31% 與亞馬遜 + 1.81% 領漲科技股，美光 + 2.7% 與狼速 - 3.26% 分別領漲 / 領跌費半成分股，特斯拉 + 2.1% 與艾克森美孚 - 1.81% 分別領漲 / 領跌大型股。周四盤前公布 4 月美國 PPI 數據年增 2.3% 創下 2 年半低點，但市場轉向擔憂衰退風險。中小型銀行股盤前再度跳水，且迪士尼財報不佳，使得美股開盤後迅速跌幅擴大，四大指數盤中一度全面翻黑。盤中亮點仍在 Google 開發者大會題材，AI 題材股成為美股盤面唯一維持創高的重點族群，也激勵那斯達克指數翻紅，持續創下 8 個月新高。


台指期盤後盤下跌 69 點作收，跌幅 0.44%，台積電 ADR-1.73%。


週五大盤指數觀察重點有三: 1.MSCI 季度調整與中小型股 2. 防禦性股票買氣 3.AI 題材股是否反彈


1. 周五台股受美股拉回影響，盤中有回補 4 月底多方缺口 15477 點壓力，下週三台指期結算，如盤中期貨正價差能夠擴大，或許有機會出現留下影線走勢。盤面多方信心仍是中小型股，週五須出現回穩反彈走勢，否則信心潰堤容易造成整理時間拉長。盤中 MSCI 公布台灣相關指數權重調整，變動不大，但新增成分股；創意與緯創有機會先行反映轉強。小型指數: 新增華城、汎德永業、飛宏、士電、合勤控、華孚、穎威、王品、洋基工程，剔除創意、震旦行、緯創、泰山。


2. 貨櫃三雄週五先看避險資金有無流入，股價逼近低點有技術面反彈機會。BDI 指數重新回跌，散裝航運重回整理架構。國際原物料報價週四持續回跌，衰退疑慮壓抑原物料報價，相關報價族群維持弱勢。綠能族群週五仍觀察重電族群，短線是 520 前政策題材能不能回穩的多方指標。太陽能與風電短線破底後，觀察何時出現止跌訊號。碳權概念股同樣遭受主力調節賣壓，同樣需觀察反彈力道強弱。生技股週五先看跌深反彈，週四重挫過後，生技股季節需求與政策題材利多不變，惟獨重挫過後容易陷入整理盤局。汽車零組件族群，短線仍是個股表現居多。觀光族群短線業績題材利多反應多數完畢，週五仍須提防輪動過快問題。文創族群多數業績成長幅度大，華研接棒必應創下波段高點，可留意整體族群能否同步轉強。軍工股週五仍有漲多回檔賣壓，但全年政策題材方向不變，短線靜待中線支撐站穩後，在重新布局。


3. 周五電子股觀察利空能否出現抗跌走勢， AI 題材股反彈力道，決定台股信心強弱。高價股周五觀察千金股能否維持九千金，如跌破千元的家數變多，則短線市場仍偏好低價股。散熱與筆電族群走勢分歧，法人調節散熱續買筆電，留意輪動走勢，當中緯創新增為 MSCI 成分股，盤中有轉強機會。台積電周五觀察 488 元最後多方缺口，能否在本波修正時完成封閉缺口。短線台積電仍有修正風險，可留意有無資金轉進跌深中小型股搶反彈。鴻海公布第一季季報，獲利意外大減，能否像聯發科周四一樣利空不跌，決定大盤指數能否收下影線的關鍵之一。矽智財族群持續震盪走勢，指標股觀察創意新增為 MSCI 成分股，盤中有機會發動，或許有利矽智財族群反彈力道。資安族群同受主力調節賣壓影響，但產業與政策趨勢明確，資安股仍可留意轉強買點。元宇宙族群仍以宏達電為關鍵指標，投信布局與股價拉回已深，先觀察能否站穩年線關卡。AI 軟體指標股週五先看反彈力道，美股 AI 題材股續創新高，有利資金進場承接強勢股的拉回。遊戲股受惠旺季題材，加上近期美股與陸股的遊戲族群，均出現創高走勢，台股遊戲股還未全面表態，留意買盤有無進場卡位。第三方支付題材股，震盪加劇，但相關指標股多方格局不變，回檔應有支撐力道。電商股同樣受主力賣壓拖累，指標電商股周五先看能否扭轉站上短期均線。


台股 5 月操作難度高? 那些主流題材能不畏震盪??  想知道更多優質強勢股，請鎖定我的 LINE@粉絲團!!


歡迎大家加入《林漢偉 - 決勝關鍵》官方頻道


➤林漢偉分析師官方 LINE@，請加【LINE@ ID:@ps1688】


https://lin.ee/qlSw2AD


➤決勝關鍵每日台股解盤，請加【Youtube】


https://reurl.cc/kZvRvL


➤最即時的國際資訊解讀，請加【Telegram ID:ps1788】


https://t.me/ps1788


本公司所推薦分析之個別有價證券

無不當之財務利益關係 以往之績效不保證未來獲利

投資人應獨立判斷 審慎評估並自負投資風險",2023-05-12 09:01:41,10077,無摘要,[],73fb0ce7-4655-4037-b4d1-c7375def5395
MSCI台股權重一升兩降  5/31收盤生效,"['台股', 'MSCI', '成分股']","MSCI 今 (12) 日公布，台股在本次 MSCI 調整權重中，在「MSCI 全球新興市場指數」權重由 14.83% 下調至 14.66% 調降 0.17%，「MSCI 亞洲除日本指數」權重由 16.78% 下調至 16.59%，調降 0.19%，在「MSCI 全球市場指數」權重由 1.61% 上調至 1.62% 調升 0.01%。最新權重將在 5/31 收盤生效。


至於 MSCI 台灣指數成份股方面，本次成分股新增緯創與創意 2 檔，無刪除成分股，指數成分股增加至 90 檔，並有 24 檔成分股調整在外流通股數，本次權重調升最多為新增成分股緯創，其權重為 0.38%。權重調降最多的成分股為台積電，權重為 42%，調降 0.28%。


本次 MSCI 季度調整，以「MSCI 全球新興市場指數」觀察，此次權重調升最多之國家中國及印度，權重各增加了 0.44% 及 0.08%；而本次權重調降最多之國家為巴西與台灣，權重各降低了 0.19% 及 0.17%，其餘國家權重變化不大。",2023-05-12 09:09:41,10076,MSCI 台股權重一升兩降  5/31 收盤生效,[],a81e741a-ebef-48b6-b09e-8c0aade72c4a
泰山遭MSCI自全球小型指數的台股成分股刪除 5/31盤後生效,"['MSCI', '營收', 'EPS', '泰山', '街口']","龍邦 (2514-TW) 與泰山 (1218-TW) 公司派的經營權爭奪仍在周旋中，外資則採取進一步的動作， MSCI(明晟) 於今 (12) 日清晨公布最新半年度調整，除全球標準指數的台股成分股調整之外，全球小型指數的台股成分股則新增 9 檔、刪除 4 檔，並將泰山自全球小型指數的台股成分股刪除。


MSCI 此一調整，將在 5 月 31 日盤後生效，其中由全球小型指數的台股成分股還有震旦行 (2373-TW)。


目前外資對泰山持股張數爲 12177 張，持股比例爲 2.43%。


泰山因爲去年出售持有全家 (5903-TW) 業外利益挹注， 2022 年營收 110.69 億元，稅後純益 59.19 億元，每股純益 12.17 元，擬配發 4 元現金股利。並擬以 36 億元資金取得街口金融科技公司老股及現增 40.39% 股權。


泰山 2023 年第一季財報營收 26.5 億元，稅後虧損 6995 萬元，每股虧損 0.14 元。泰山指出，2023 年第一季原物料成本仍處於高檔及運費成本增加，致使 2023 年第一季小幅虧損。",2023-05-12 09:10:33,10075,龍邦 (2514-TW) 與泰山 (1218-TW) 公司派的經營權爭奪仍在周旋中，外資則採取進一步的動作， MSCI(明晟) 於今 (12) 日清晨公布最新半年度調整，將泰山自全球小型指數的台股成分股中刪除。,"['龍邦', '泰山', '震旦行', '全家']",728825ec-74ef-4b2c-8368-70c6cd8bf717
MSCI台灣成分股增創意、緯創2檔 小型指數增9刪4檔,"['台股', 'MSCI', '成分股', '創意', '緯創']","MSCI(明晟) 今 (12) 日公布最新半年度調整，全球標準指數的台股成分股新增創意 (3443-TW) 及緯創 (3231-TW)2 檔，全球小型指數的台股成分股則新增 9 檔、刪除 4 檔。上述調整將在 5 月 31 日盤後生效。


MSCI 明晟此次全球標準指數 (MSCI ACWI-TW) 成分股的半年度調整，台股成分股新增創意及緯創 2 檔，均從全球小型指數轉進標準型指數。


全球小型指數成分股部分，台股成分股則新增 9 檔，包括士電 (1503-TW)、華城 (1519-TW)、汎德永業 (2247-TW)、飛宏 (2457-TW)、王品 (2727-TW)、合勤控 (3704-TW)、華孚 (6235-TW)、穎崴 (6515-TW)、洋基工程 (6691-TW)。


遭刪除的全球小型指數台灣成分股則有 4 檔，包括泰山 (1218-TW)、震旦行 (2373-TW)、創意、緯創。其中，創意及緯創轉列入全球標準指數台股成分股。


MSCI 分別在每年 2 月、5 月、8 月及 11 月進行權重及成分股調整，其中 5 月及 11 月為半年度調整，2 月及 8 月為季度調整。此次調整將在 5 月 31 日盤後生效。",2023-05-12 09:21:01,10074,MSCI 台灣成分股增創意、緯創 2 檔 小型指數增 9 刪 4 檔,"['創意', '泰山', '穎崴', '華孚', '合勤控', '王品', '飛宏', '汎德永業', '華城', '士電', '緯創', '洋基工程', '震旦行', '洋基工程']",894b568f-3c77-4eeb-b3d7-f000866f2e69
〈台幣〉股匯再雙殺 台幣兌美元續貶 低見30.785元,"['台幣', '新台幣', '股匯雙殺', '日圓', '美元指數', '人民幣', '韓幣', '韓元', '匯率', '匯價']","新台幣兌美元今 (12) 日開盤貶 4.2 分，以 30.78 元開出，在台幣連 4 貶後，今日續貶，若外資續匯出、且台股不止跌，台幣下周不排除見到 30.8 元。


美股四大指數昨日皆收黑，台北股市今日跟跌，在台積電續跌、鴻海臉綠拖累之下，加權指數早盤一度跌 90 點，下殺來到 15424 點，不過低接買盤湧入車用電子、航運股等逆勢撐盤，大盤跌勢收斂。


台股續跌之下，再演股匯雙殺，新台幣兌美元開盤貶 4.2 分，但在台股跌幅縮小後，一度只小貶貶 0.2 分，回到 30.74 元，早盤交易區間落在 30.785 元至 30.74 元附近震盪。


美元指數走強，使得主要亞幣普遍偏弱，人民幣中間價貶值 3.8 分 中間價 6.9481 元，改寫 3 月 13 日以來、2 個月新低；日圓早盤貶到 134.6 兌 1 美元後，一度回升至 134.37 日圓；港幣貶到 7.8409；韓幣也貶到 1335.13。",2023-05-12 10:36:26,10073,〈台幣〉股匯再雙殺 台幣兌美元續貶 低見 30.785 元,[],40d52a8a-ad25-41e6-942d-283ee57bbb94
〈台股盤中〉電金傳持續疲軟 周線恐終止連二紅,"['台股', '權值股', '廣達']","美股四大指數跌多漲少，台指期跌勢不止，台股今 (12) 日持續下挫，權值三王再度疲弱無力，金融、傳產也全軍覆沒，最低下探至 15424.42 點，不過在高價股撐腰下，大盤跌勢收斂，估量 2100 億元，周線恐終止連 2 紅。


電子三雄同步開低，鴻海首季財報低於市場預期，法說過後股價下跌超過 2%，台積電跌破短均、聯發科表現同樣疲軟，聯電、日月光投控、聯詠等壓力沉重。


高價股有零星點火，祥碩勁揚約 4%，信驊、大立光、世芯 - KY、緯穎股價相對有撐。


MSCI 今日公布，MSCI 台灣指數成份股新增緯創與創意，緯創強勢翻紅，上漲近 2%，創意也逆勢抗跌，上漲逾 3%。


廣達預期，伺服器、車用業務有望優於去年，第二季筆電出貨量有機會優於預期，激勵今日股價高開走高，強漲超過 8%，AI 伺服器概念股也沾光，穎崴、智邦、南電、英業達逆勢抗跌。


軟體概念股相對抗跌，新鼎攻上漲停，邁達特也有近 5% 漲幅，華電網、實威、豪勉、訊達、訊連、宏碁資訊等都站穩盤上。",2023-05-12 10:57:55,10072,美股四大指數跌多漲少，台指期跌勢不止，台股今 (12) 日持續下挫，權值三王再度疲弱無力，金融、傳產也全軍覆沒，最低下探至 15424.42 點，不過在高價股撐腰下，大盤跌勢收斂，估量 2100 億元。,[],607bb7d6-5a75-4988-a5c1-00def0cd7aa0
皇龍Q1轉盈EPS 0.69元 2023年估營收衝高到27億元之上,"['皇龍', '營收', 'EPS', '台南']","皇龍 (3512-TW) 在 3 月營收以 6.16 億元改寫歷史新高，同時，2023 年首季營收也達 8.93 億元，創三季以來新高，單季稅後純益 5814 萬元，較上季轉盈，年減 56.55%，每股純益 0.69 元。法人估，在建案交屋時程確立之下，皇龍今年營收自 27 億元起跳，每股純益 4 元。


在皇龍今年包括台南「天慕」第二期及「天澍」交屋的行程之下，預估即有 27 億元的交屋入帳，營建部門營收由 27 億元起跳。同時，此一 27 億元數字尚未計入電子事業部門營收，皇龍在台灣也積極在尋找設廠用地，將擴展在台的機構件等生產量能。


皇龍公布 2023 年首季的營收 8.93 億元，毛利率 15.71%，較上季負毛利率表現爲佳，年減 17.92 個百分點，後純益 5814 萬元，較上季轉盈，年減 56.55%，每股純益 0.69 元。


皇龍 2022 年的營收 22.42 億元，其中包括營建部門的入約 17 億元以及電子事業部門的 5 億元，全年稅後純益 3.26 億元，每股純益 3.88 元，擬配發 3 元現金股利，法人預估，皇龍今年在兩大台南建案入帳的挹注之下，每股純益可望由 4 元起跳。


在皇龍今年包括 100% 完銷的台南關廟「天慕」第二期 10 億元案交屋及仁德 17 億元「天澍」交屋的排程之下，預估即有 27 億元的交屋入帳，其中「天慕」第二期已取得使用執照並在 3 月起陸續交屋，推升 3 月營收以 6.16 億元改寫歷史新高，即為「天慕」第二期交屋挹注，4、5 月還有交屋的挹注。


同時，皇龍在台南仁德 17 億元總銷的「天澍」100% 完銷，將在第二季拿到使用執照，預計在 7 月起交屋的挹注營收。


皇龍預計 2023 年在台南還有總銷 30 億元的 3 件新推案。",2023-05-12 11:00:08,10071,皇龍 (3512-TW) 在 3 月營收以 6.16 億元改寫歷史新高，同時，2023 年首季營收也達 8.93 億元創三季以來新高，單季稅後純益 5814 萬元，較上季轉盈，年減 56.55%，每股純益 0.69 元。,['皇龍'],c282af22-12ca-425f-b536-d8b7389598d2
〈焦點股〉和泰車Q1大賺近1股本寫新猷 股價睽違2年半重回7字頭,"['和泰車', '焦點股', '車市', '獲利創高']","車市龍頭和泰車 (2207-TW) 甫公布第一季稅後純益 50.63 億元，每股純益 (EPS)9.27 元，不僅終結連 3 季虧損，也創單季新高紀錄，激勵股價今 (12) 日衝破 700 元整數大關，是 2020 年 11 月下旬來首見。


和泰車第一季獲利逾 50 億元，終結連 3 季因認列和泰產險防疫險理賠而虧損，隨著本業和各投資事業體挹注，推升獲利衝高。


和泰車今日大漲超過半根停板回到 7 字頭，是逾 2 年來半首見，隨著缺車狀況緩解，本業有望開始加速交車，而和泰車甫公布 4 月合併營收為 232.15 億元，月減 11.43%，年增 26.04%，創同期新高。


和泰車總經理蘇純興日前曾表態，若以第一季車市交車狀況推估，全年新車規模可達 46 萬台，市場買氣真的很好。",2023-05-12 11:24:51,10070,〈焦點股〉和泰車 Q1 大賺近 1 股本寫新猷 股價睽違 2 年半重回 7 字頭,['和泰車'],fd41e205-6e55-46cf-a598-7ab27ffdcdb6
